Station,Epiyear,Epiweek,Year,Month,Day,Daily_Rainfall_Total_mm,Mean_Temperature_degC,Maximum_Temperature_degC,Minimum_Temperature_degC,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
Ang Mo Kio,2020,22,2020,5,24,0,29.2,33.3,26.5,16.6,31.3
Ang Mo Kio,2020,22,2020,5,25,0,29.8,34.7,26.9,15.5,37.4
Ang Mo Kio,2020,22,2020,5,26,7,29.2,33.4,25.4,12.6,47.6
Ang Mo Kio,2020,22,2020,5,27,4.4,27.9,31,25.4,16,35.6
Ang Mo Kio,2020,22,2020,5,28,17.4,28.9,34.2,23.9,17.1,38.5
Ang Mo Kio,2020,22,2020,5,29,42.2,28.3,33.7,23.9,13.1,33.9
Ang Mo Kio,2020,22,2020,5,30,0,28.3,33,26.2,NA,36.3
Ang Mo Kio,2020,23,2020,5,31,0,28.7,34,26.2,14.6,37
Ang Mo Kio,2020,23,2020,6,1,23.8,26.7,29.7,23.5,15.4,37.4
Ang Mo Kio,2020,23,2020,6,2,0,28.9,34.4,25.1,12.9,31.3
Ang Mo Kio,2020,23,2020,6,3,5.2,28.8,32.1,27,16.1,36.7
Ang Mo Kio,2020,23,2020,6,4,6.2,28.5,33.3,25.3,14,38.5
Ang Mo Kio,2020,23,2020,6,5,1.6,28.1,30.8,25.6,13.1,40
Ang Mo Kio,2020,23,2020,6,6,3,27.4,29.1,24.5,12.5,35.2
Ang Mo Kio,2020,24,2020,6,7,0,29.5,33.5,26.2,14,32.8
Ang Mo Kio,2020,24,2020,6,8,0,29.6,34.3,27.9,17.9,33.9
Ang Mo Kio,2020,24,2020,6,9,0,30.3,34.1,27.4,15.4,37.4
Ang Mo Kio,2020,24,2020,6,10,13.4,29.3,33.5,24.5,16.6,38.5
Ang Mo Kio,2020,24,2020,6,11,0.4,28.8,33.5,25.9,14.5,35.2
Ang Mo Kio,2020,24,2020,6,12,22,28.4,31.6,24.7,14.9,41.9
Ang Mo Kio,2020,24,2020,6,13,8,25.9,27.5,24.2,11.5,39.3
Ang Mo Kio,2020,25,2020,6,14,15.4,27.8,33.2,25,11,35.9
Ang Mo Kio,2020,25,2020,6,15,3.8,29.7,32.9,27.5,15.2,35.9
Ang Mo Kio,2020,25,2020,6,16,1.2,28.3,31.1,26.8,16.7,38.5
Ang Mo Kio,2020,25,2020,6,17,35,26.8,29.6,24.5,13.4,42.4
Ang Mo Kio,2020,25,2020,6,18,0.2,27.9,31.4,25.4,11.3,37
Ang Mo Kio,2020,25,2020,6,19,2,28.2,32,25.4,12.4,40.7
Ang Mo Kio,2020,25,2020,6,20,16.8,26.5,28.8,24.1,10.7,63
Ang Mo Kio,2020,26,2020,6,21,0.2,26.6,28,24.8,12,37
Ang Mo Kio,2020,26,2020,6,22,2,26.9,29.1,24.9,11.2,48.9
Ang Mo Kio,2020,26,2020,6,23,44.6,26.3,28.6,23.2,13.1,42.4
Ang Mo Kio,2020,26,2020,6,24,33,26.6,27.4,23.9,14.9,68.7
Ang Mo Kio,2020,26,2020,6,25,0,28.2,31.4,25.3,12.9,33.9
Ang Mo Kio,2020,26,2020,6,26,0,28.9,31.9,27,14.6,35.9
Ang Mo Kio,2020,26,2020,6,27,4.6,28.9,30.9,24.9,15.8,37.4
Ang Mo Kio,2020,27,2020,6,28,0.8,29.1,31.3,26.1,13.3,41.5
Ang Mo Kio,2020,27,2020,6,29,0.4,29.6,33,27.8,14,37
Ang Mo Kio,2020,27,2020,6,30,1.4,29.4,32.6,27.7,15.7,37.8
Changi,2020,1,2019,12,29,0,27.9,31.6,25.7,13.7,34.6
Changi,2020,1,2019,12,30,0,28,31.6,25.5,11.9,32
Changi,2020,1,2019,12,31,0,27.8,32.2,25.3,11.5,34.2
Changi,2020,1,2020,1,1,0,27.9,31.7,25.6,12.2,39.2
Changi,2020,1,2020,1,2,0,27.6,30.7,25.4,11.9,39.6
Changi,2020,1,2020,1,3,0,28,31.9,26,12.6,43.2
Changi,2020,1,2020,1,4,0,27.6,31.4,25.8,12.2,39.2
Changi,2020,2,2020,1,5,0,27.8,32,25.1,12.6,40.7
Changi,2020,2,2020,1,6,11,26.4,32.3,23.8,9.4,40.7
Changi,2020,2,2020,1,7,4.8,26.1,29.9,23.8,9.4,40.7
Changi,2020,2,2020,1,8,0,27.6,31.5,25.1,11.9,40
Changi,2020,2,2020,1,9,0,27.8,31.3,26.1,11.5,38.5
Changi,2020,2,2020,1,10,2.4,27.1,30.5,24.1,8.3,37.1
Changi,2020,2,2020,1,11,0,27.4,30.9,25.1,8.6,26.3
Changi,2020,3,2020,1,12,0,27.7,32.3,25.3,9.7,30.2
Changi,2020,3,2020,1,13,0,27.6,31.9,24.6,11.5,36.7
Changi,2020,3,2020,1,14,0,27.5,31.4,25.1,11.9,36
Changi,2020,3,2020,1,15,0,27.9,31.9,26.1,12.2,36.4
Changi,2020,3,2020,1,16,0,28,31.8,25.9,11.9,29.9
Changi,2020,3,2020,1,17,0,28.1,32.8,25.3,11.5,33.5
Changi,2020,3,2020,1,18,0,28.2,32.6,25.4,12.2,33.8
Changi,2020,4,2020,1,19,0,28.5,32.3,26.3,14,34.6
Changi,2020,4,2020,1,20,0,28.4,32.8,24.8,15.5,37.1
Changi,2020,4,2020,1,21,14.2,26.6,28,24.3,12.6,35.6
Changi,2020,4,2020,1,22,0,28.2,32,26.3,14.8,36
Changi,2020,4,2020,1,23,0,28.2,32,25.8,13.3,38.5
Changi,2020,4,2020,1,24,0,28,31.8,25.6,14.4,37.1
Changi,2020,4,2020,1,25,0,28.1,32.3,25.1,12.6,31.3
Changi,2020,5,2020,1,26,0,28.3,32.8,25.1,11.9,28.8
Changi,2020,5,2020,1,27,38,27.8,32.2,25.4,10.4,34.6
Changi,2020,5,2020,1,28,0,28.6,32.6,26,11.2,31
Changi,2020,5,2020,1,29,18,27,31.5,23.8,8.3,32.4
Changi,2020,5,2020,1,30,0,27.2,30.6,24,10.4,31.3
Changi,2020,5,2020,1,31,0,28.5,32.1,26.5,15.8,37.1
Changi,2020,5,2020,2,1,0,28.3,32,26.2,17.6,38.5
Changi,2020,6,2020,2,2,0,27.9,31.8,26.6,16.9,40.3
Changi,2020,6,2020,2,3,0,28,31.5,25.6,13,34.6
Changi,2020,6,2020,2,4,0,27.5,31.5,24.6,11.2,31
Changi,2020,6,2020,2,5,0,27.8,32.3,24.5,12.2,33.8
Changi,2020,6,2020,2,6,0,28.1,32.2,25.6,14.4,35.3
Changi,2020,6,2020,2,7,0,28,31.3,25.9,14.4,41
Changi,2020,6,2020,2,8,0,27.7,31.4,24.7,9.7,30.2
Changi,2020,7,2020,2,9,14.6,26.2,29.8,23.7,7.2,34.6
Changi,2020,7,2020,2,10,0,27,30.9,24.2,9.4,29.5
Changi,2020,7,2020,2,11,23.8,26.9,30.4,24.6,7.6,33.1
Changi,2020,7,2020,2,12,0,27.9,31.9,25.4,10.4,28.8
Changi,2020,7,2020,2,13,0,28.4,32.2,26.1,13.7,35.3
Changi,2020,7,2020,2,14,0,28.4,31.9,26.1,13.3,31.7
Changi,2020,7,2020,2,15,0,28.3,32.7,25.1,8.6,23.4
Changi,2020,8,2020,2,16,0,28.2,32.8,25.9,8.6,29.9
Changi,2020,8,2020,2,17,0,28.6,33.1,25.9,13,36.4
Changi,2020,8,2020,2,18,1.6,26.8,30.7,24.3,10.4,39.2
Changi,2020,8,2020,2,19,0.6,28.1,31.9,26,15.5,38.5
Changi,2020,8,2020,2,20,3.6,27.8,32,24.9,14,41
Changi,2020,8,2020,2,21,15.8,27.2,30.5,24.1,13.3,42.8
Changi,2020,8,2020,2,22,0.4,28.2,31.7,25.8,16.6,46.4
Changi,2020,9,2020,2,23,0,28.1,31.7,24.7,17.3,43.9
Changi,2020,9,2020,2,24,4.6,27,30.6,25.1,14,45.7
Changi,2020,9,2020,2,25,0,28.2,31.9,25.7,14,36.7
Changi,2020,9,2020,2,26,0,28.4,32.2,25.7,14.4,37.8
Changi,2020,9,2020,2,27,0,28.3,32.5,25.7,13,33.5
Changi,2020,9,2020,2,28,0,28.4,32.3,26.3,15.1,35.3
Changi,2020,9,2020,2,29,0,28.2,31.8,25.7,14.4,39.2
Changi,2020,10,2020,3,1,0,28.1,32.7,25.2,12.6,37.4
Changi,2020,10,2020,3,2,0,28.3,32.7,24.8,11.5,34.9
Changi,2020,10,2020,3,3,0,28.5,32.8,25.8,13,34.9
Changi,2020,10,2020,3,4,0,28.9,33.4,26.2,12.6,33.8
Changi,2020,10,2020,3,5,0,28.2,30.9,26.8,10.8,34.9
Changi,2020,10,2020,3,6,0,28.2,31.3,26.1,7.9,24.5
Changi,2020,10,2020,3,7,27.6,28,33.9,24.3,8.3,36.7
Changi,2020,11,2020,3,8,12.4,27.8,33.1,25.4,6.5,27.4
Changi,2020,11,2020,3,9,0,28.4,32.9,25.2,8.3,26.6
Changi,2020,11,2020,3,10,0,28.9,33.1,26.3,10.4,31.3
Changi,2020,11,2020,3,11,0,29.1,33.8,26.7,10.1,28.1
Changi,2020,11,2020,3,12,0,28.9,32.8,25.8,12.2,39.6
Changi,2020,11,2020,3,13,0,29.3,34,26.1,10.1,27.4
Changi,2020,11,2020,3,14,0,29.1,33,26.8,12.6,29.5
Changi,2020,12,2020,3,15,0,29.3,33.5,27.1,13.3,32.4
Changi,2020,12,2020,3,16,0.4,29,33,26.9,15.5,38.5
Changi,2020,12,2020,3,17,0,28.8,32.9,26.2,13,37.8
Changi,2020,12,2020,3,18,0,29,33.7,26.1,13,36.4
Changi,2020,12,2020,3,19,0,28.6,32.9,25.8,10.1,28.8
Changi,2020,12,2020,3,20,0.2,28.3,32.2,26,10.4,30.6
Changi,2020,12,2020,3,21,47.4,27.6,31.2,24.4,9.7,44.6
Changi,2020,13,2020,3,22,0.8,28,32.5,26.3,7.6,29.9
Changi,2020,13,2020,3,23,19.8,26.6,30.2,24.1,6.1,33.1
Changi,2020,13,2020,3,24,0.2,28.1,32.3,24.9,10.8,37.1
Changi,2020,13,2020,3,25,0,28.6,33.1,25.7,9.7,28.4
Changi,2020,13,2020,3,26,0,29.3,33.4,26.4,10.8,29.9
Changi,2020,13,2020,3,27,0,29.3,33.6,26.4,10.1,32.8
Changi,2020,13,2020,3,28,0,29.2,33.5,26.2,10.1,28.1
Changi,2020,14,2020,3,29,0,29.1,32.9,26.7,12.2,32
Changi,2020,14,2020,3,30,0,29.1,33.8,26.1,10.1,26.3
Changi,2020,14,2020,3,31,0,29.5,33.9,27,11.2,32.8
Changi,2020,14,2020,4,1,0,29.3,32.7,26.4,9.9,NA
Changi,2020,14,2020,4,2,29.6,28.8,34.6,25.1,9.1,38.9
Changi,2020,14,2020,4,3,27.4,28.5,32.8,24,9.5,37
Changi,2020,14,2020,4,4,0,29.5,34,26.7,10.3,31.5
Changi,2020,15,2020,4,5,0,29.2,33.1,26.7,8.3,42.6
Changi,2020,15,2020,4,6,0,28.6,31,26.6,7.3,24.1
Changi,2020,15,2020,4,7,10.8,27.9,32.6,23.8,7.3,25.9
Changi,2020,15,2020,4,8,16.8,28.1,33.1,23.8,7.9,37
Changi,2020,15,2020,4,9,0,28.8,33.2,25.7,10,29.6
Changi,2020,15,2020,4,10,0,28.8,32.7,25.5,9.4,29.6
Changi,2020,15,2020,4,11,0,28.8,32,26.8,8.2,29.6
Changi,2020,16,2020,4,12,0,28.7,32.9,26.6,7.9,31.5
Changi,2020,16,2020,4,13,0,29.5,33.7,27.1,8.4,NA
Changi,2020,16,2020,4,14,0,29.6,33.2,27.4,11.8,37
Changi,2020,16,2020,4,15,0,29.6,33.7,26.7,9.9,31.5
Changi,2020,16,2020,4,16,0,29.5,33.7,26.8,10.8,29.6
Changi,2020,16,2020,4,17,0,29.4,33,26.6,8.9,29.6
Changi,2020,16,2020,4,18,0,29.5,33.6,26.4,9,29.6
Changi,2020,17,2020,4,19,0,30,33.9,26.9,11.3,35.2
Changi,2020,17,2020,4,20,0,30.2,34.3,27.4,12,31.5
Changi,2020,17,2020,4,21,0.8,29.5,33.5,27.4,7.6,25.9
Changi,2020,17,2020,4,22,0,30,34.3,27.5,10.2,31.5
Changi,2020,17,2020,4,23,0,28.9,32.9,26.9,6.3,33.3
Changi,2020,17,2020,4,24,3.4,28,34.1,25.2,7.3,33.3
Changi,2020,17,2020,4,25,2.4,27.8,33,25.1,6.1,31.5
Changi,2020,18,2020,4,26,4.4,27.6,31.8,26.3,4.5,18.5
Changi,2020,18,2020,4,27,1.6,27.5,30.9,25.6,5.7,33.3
Changi,2020,18,2020,4,28,27.6,28.2,33.1,24.5,5.1,35.2
Changi,2020,18,2020,4,29,11.4,28.4,31.9,24.7,7.3,29.6
Changi,2020,18,2020,4,30,51.8,27.3,31.9,24.9,5.6,29.6
Changi,2020,18,2020,5,1,22.4,26.5,31.3,24.4,6.3,29.6
Changi,2020,18,2020,5,2,0,28.2,32.9,25.6,5.3,27.8
Changi,2020,19,2020,5,3,1,28.5,32,26.2,5.5,18.5
Changi,2020,19,2020,5,4,5.2,27.8,30.4,26.3,5,22.2
Changi,2020,19,2020,5,5,31,28.1,34.5,24.6,5.9,35.2
Changi,2020,19,2020,5,6,15.2,28.1,30.8,23.6,5.9,42.6
Changi,2020,19,2020,5,7,0,29.6,33.4,27,5.9,25.9
Changi,2020,19,2020,5,8,53.8,29.1,33.9,23.7,7.9,31.5
Changi,2020,19,2020,5,9,0,30.4,33.6,28.3,9.3,24.1
Changi,2020,20,2020,5,10,0,29.9,31.9,28.6,14.7,38.9
Changi,2020,20,2020,5,11,23,29.3,31.9,24.6,11.7,35.2
Changi,2020,20,2020,5,12,0,29.7,32.4,28.2,12,31.5
Changi,2020,20,2020,5,13,19.2,27.9,29.8,24.7,5.9,35.2
Changi,2020,20,2020,5,14,0,28.9,32.8,25.7,7.6,46.3
Changi,2020,20,2020,5,15,0,29.7,32.6,27.1,9.6,29.6
Changi,2020,20,2020,5,16,0,29.9,32.6,27.9,11.5,35.2
Changi,2020,21,2020,5,17,29.8,28.5,31,25,5.6,38.9
Changi,2020,21,2020,5,18,0.2,29,31.9,25.9,6.6,29.6
Changi,2020,21,2020,5,19,4,29.8,32.8,27.9,7.3,24.1
Changi,2020,21,2020,5,20,16.2,28.8,31.3,24.9,7.4,29.6
Changi,2020,21,2020,5,21,0,29.3,34,26.7,5.1,25.9
Changi,2020,21,2020,5,22,4.6,28.1,31.3,25.6,5.8,33.3
Changi,2020,21,2020,5,23,6.8,27.8,30.3,25.4,4.6,22.2
Changi,2020,22,2020,5,24,0,29.2,32.1,26.6,6.4,24.1
Changi,2020,22,2020,5,25,0,30.1,33.3,27.3,8.7,37
Changi,2020,22,2020,5,26,2,29.9,33.5,23.8,5.6,35.2
Changi,2020,22,2020,5,27,21.2,27.7,30.2,24,6.6,25.9
Changi,2020,22,2020,5,28,0,29.4,32.5,27.2,10,35.2
Changi,2020,22,2020,5,29,0,29.4,32.6,28,7.6,24.1
Changi,2020,22,2020,5,30,0,28.9,32.9,27,6.4,29.6
Changi,2020,23,2020,5,31,0,28.8,32.3,26.7,5.8,33.3
Changi,2020,23,2020,6,1,32.4,26.6,29.5,24.7,5.9,31.5
Changi,2020,23,2020,6,2,0.2,28.5,33,25.3,5.9,33.3
Changi,2020,23,2020,6,3,16.6,28.7,31.7,24,8.6,33.3
Changi,2020,23,2020,6,4,6,28.3,32.9,24.9,8.1,33.3
Changi,2020,23,2020,6,5,41,27.6,31.1,24.1,7.6,33.3
Changi,2020,23,2020,6,6,4.2,27.6,29.1,25,6.3,33.3
Changi,2020,24,2020,6,7,0,29.5,32.8,27.6,7.2,35.2
Changi,2020,24,2020,6,8,8.6,28.8,32.9,25,6.5,33.3
Changi,2020,24,2020,6,9,0,29.7,32.6,27,12.3,33.3
Changi,2020,24,2020,6,10,13.4,29.4,32.4,24.2,14.4,50
Changi,2020,24,2020,6,11,0,28.8,33,25.7,8,27.8
Changi,2020,24,2020,6,12,0,29.1,31.6,27.2,NA,25.9
Changi,2020,24,2020,6,13,8.6,26.2,27.7,25,6.4,25.9
Changi,2020,25,2020,6,14,1.4,28.1,32.1,25.3,6.6,42.6
Changi,2020,25,2020,6,15,0,29.7,32.3,27.5,10.8,35.2
Changi,2020,25,2020,6,16,0.8,28.4,31.2,26.7,6.6,25.9
Changi,2020,25,2020,6,17,5.4,27.1,29.6,25.5,5,27.8
Changi,2020,25,2020,6,18,8.2,27.5,30.6,25.2,5,22.2
Changi,2020,25,2020,6,19,2.4,27.7,31.6,25.2,5.9,31.5
Changi,2020,25,2020,6,20,29.8,26.5,29,23.7,5.9,37
Changi,2020,26,2020,6,21,2,26.6,27.8,24.9,4.4,24.1
Changi,2020,26,2020,6,22,10.2,26.9,29.8,23.9,5.9,37
Changi,2020,26,2020,6,23,30.2,26.4,27.5,23.7,7.5,29.6
Changi,2020,26,2020,6,24,3.2,26.7,27.8,25.2,9.2,31.5
Changi,2020,26,2020,6,25,0,28.1,31.4,25.7,9.3,27.8
Changi,2020,26,2020,6,26,0,28.6,32,26.4,8.1,38.9
Changi,2020,26,2020,6,27,0,29.3,31.8,28.1,13.4,35.2
Changi,2020,27,2020,6,28,0.8,29.2,31.6,26.8,12.5,42.6
Changi,2020,27,2020,6,29,8.4,28.9,31.3,26.4,11.9,33.3
Changi,2020,27,2020,6,30,0,29,32.1,26.3,12,35.2
Choa Chu Kang (South),2020,1,2019,12,29,0,27.7,31.8,25.3,9.7,31.7
Choa Chu Kang (South),2020,1,2019,12,30,0,28.1,32.5,25.2,8.3,24.5
Choa Chu Kang (South),2020,1,2019,12,31,0,28,32.6,25.1,8.6,31.3
Choa Chu Kang (South),2020,1,2020,1,1,0,27.8,31.8,24.8,9,38.2
Choa Chu Kang (South),2020,1,2020,1,2,0,27.5,30.8,25.2,8.6,33.1
Choa Chu Kang (South),2020,1,2020,1,3,2.4,27.5,31.3,25.1,8.6,40
Choa Chu Kang (South),2020,1,2020,1,4,2,27.1,30.7,25,7.9,32.8
Choa Chu Kang (South),2020,2,2020,1,5,0,28.1,32.5,24.8,9,30.6
Choa Chu Kang (South),2020,2,2020,1,6,9.2,26.6,32,23.7,7.9,29.9
Choa Chu Kang (South),2020,2,2020,1,7,3.4,26.4,30.2,23.4,8.6,30.2
Choa Chu Kang (South),2020,2,2020,1,8,0,27.7,31.8,25,7.9,58.3
Choa Chu Kang (South),2020,2,2020,1,9,3.2,27.7,32,25.7,7.9,39.6
Choa Chu Kang (South),2020,2,2020,1,10,4.2,26.8,31.3,24.8,6.5,27.4
Choa Chu Kang (South),2020,2,2020,1,11,0,27.7,31,24.8,5.8,21.6
Choa Chu Kang (South),2020,3,2020,1,12,4,27.3,32.6,25,6.1,22
Choa Chu Kang (South),2020,3,2020,1,13,0,27.4,32.5,24.1,7.6,29.9
Choa Chu Kang (South),2020,3,2020,1,14,0,27.7,32.6,24.8,9,29.5
Choa Chu Kang (South),2020,3,2020,1,15,0,27.5,31.6,25,7.6,29.2
Choa Chu Kang (South),2020,3,2020,1,16,4.8,27.4,31.9,25.7,6.8,27
Choa Chu Kang (South),2020,3,2020,1,17,0.2,28.2,33.5,24.8,7.6,24.5
Choa Chu Kang (South),2020,3,2020,1,18,4.2,27.2,34.7,25,6.8,36.4
Choa Chu Kang (South),2020,4,2020,1,19,0,28.3,33.5,25.8,9,31.3
Choa Chu Kang (South),2020,4,2020,1,20,2,27.8,31.7,26.2,9,31.7
Choa Chu Kang (South),2020,4,2020,1,21,13.4,26.2,28.5,24.3,7.9,36.4
Choa Chu Kang (South),2020,4,2020,1,22,0,28,32.3,25.3,9.7,42.5
Choa Chu Kang (South),2020,4,2020,1,23,0,28.1,32.8,24.9,9,30.2
Choa Chu Kang (South),2020,4,2020,1,24,0,28,32.3,25.1,9,33.8
Choa Chu Kang (South),2020,4,2020,1,25,0,28.2,33.7,24.9,8.3,25.9
Choa Chu Kang (South),2020,5,2020,1,26,0.2,28.6,34.3,24.8,7.2,25.2
Choa Chu Kang (South),2020,5,2020,1,27,2.8,27.9,33.3,25.1,6.5,26.6
Choa Chu Kang (South),2020,5,2020,1,28,37.8,27.9,33.2,24.9,6.5,25.6
Choa Chu Kang (South),2020,5,2020,1,29,30.2,25.9,30.7,23.6,6.1,28.1
Choa Chu Kang (South),2020,5,2020,1,30,0.2,27.2,32.8,23.4,6.8,25.2
Choa Chu Kang (South),2020,5,2020,1,31,0,28.1,32.1,26.1,9.7,35.3
Choa Chu Kang (South),2020,5,2020,2,1,0,28.3,31.8,26.1,10.4,39.2
Choa Chu Kang (South),2020,6,2020,2,2,0,27.7,30.9,26.2,11.9,43.9
Choa Chu Kang (South),2020,6,2020,2,3,0,28,32.3,24.8,9,32.8
Choa Chu Kang (South),2020,6,2020,2,4,0,27.6,32.2,24.4,7.6,29.5
Choa Chu Kang (South),2020,6,2020,2,5,0,27.7,33,24.3,7.9,32.8
Choa Chu Kang (South),2020,6,2020,2,6,0,28.3,32.4,25.6,9.7,31
Choa Chu Kang (South),2020,6,2020,2,7,0,28.1,32.7,25.7,9.7,33.5
Choa Chu Kang (South),2020,6,2020,2,8,0,27.6,31.7,24.5,6.5,25.2
Choa Chu Kang (South),2020,7,2020,2,9,18.4,26.1,30.3,23.2,6.5,34.9
Choa Chu Kang (South),2020,7,2020,2,10,17.8,26.1,33.2,23.2,5,23
Choa Chu Kang (South),2020,7,2020,2,11,11,26.6,29.9,24.8,6.1,30.2
Choa Chu Kang (South),2020,7,2020,2,12,0,27.6,32.8,24.8,6.8,27.4
Choa Chu Kang (South),2020,7,2020,2,13,0,28.4,32.8,25.9,8.6,32
Choa Chu Kang (South),2020,7,2020,2,14,0,28.3,33.1,25.8,7.6,28.1
Choa Chu Kang (South),2020,7,2020,2,15,0,28.4,34.2,24.8,6.1,23
Choa Chu Kang (South),2020,8,2020,2,16,4.8,28.1,33.5,25.6,5,23.8
Choa Chu Kang (South),2020,8,2020,2,17,0,28.5,34,25.4,7.6,30.2
Choa Chu Kang (South),2020,8,2020,2,18,0.6,27,30.5,24.6,8.3,36
Choa Chu Kang (South),2020,8,2020,2,19,0,28.1,32.4,26,10.8,36.7
Choa Chu Kang (South),2020,8,2020,2,20,0.4,28,32.6,25.7,11.2,42.5
Choa Chu Kang (South),2020,8,2020,2,21,9,26.8,29.9,24.2,9,44.3
Choa Chu Kang (South),2020,8,2020,2,22,0,28,31.6,25.8,11.2,43.9
Choa Chu Kang (South),2020,9,2020,2,23,0,27.8,31.8,25.7,12.6,40.7
Choa Chu Kang (South),2020,9,2020,2,24,0.2,27.3,30.4,25.5,10.8,46.1
Choa Chu Kang (South),2020,9,2020,2,25,0,28.2,32.7,25.2,10.1,33.5
Choa Chu Kang (South),2020,9,2020,2,26,0,28.5,33.3,25.3,9.7,31.3
Choa Chu Kang (South),2020,9,2020,2,27,0,28.6,33.1,25.7,9.7,29.2
Choa Chu Kang (South),2020,9,2020,2,28,0,28.5,33.6,26,10.8,34.9
Choa Chu Kang (South),2020,9,2020,2,29,0,28.5,33.7,25.3,10.8,31.7
Choa Chu Kang (South),2020,10,2020,3,1,0,28.6,34.3,25.5,9.4,31
Choa Chu Kang (South),2020,10,2020,3,2,0,28.4,33.6,24.9,8.3,28.4
Choa Chu Kang (South),2020,10,2020,3,3,0,28.6,33.5,25.7,9.4,33.5
Choa Chu Kang (South),2020,10,2020,3,4,13.2,28.3,34,24.7,7.2,26.6
Choa Chu Kang (South),2020,10,2020,3,5,0.4,27.4,30.4,25.8,5.4,21.2
Choa Chu Kang (South),2020,10,2020,3,6,10.8,27.6,32.4,25.3,5.8,23.4
Choa Chu Kang (South),2020,10,2020,3,7,52.4,27.5,33.9,23.2,5.4,43.6
Choa Chu Kang (South),2020,11,2020,3,8,19.2,27.7,34.1,25.3,5,31.7
Choa Chu Kang (South),2020,11,2020,3,9,0,28.7,35.3,24.9,5,22.3
Choa Chu Kang (South),2020,11,2020,3,10,0,29.5,35.4,26.3,6.5,23.8
Choa Chu Kang (South),2020,11,2020,3,11,0.6,29,33.9,26.6,6.8,28.1
Choa Chu Kang (South),2020,11,2020,3,12,0,28.8,33.7,25.6,7.9,27.7
Choa Chu Kang (South),2020,11,2020,3,13,0,29.7,35.7,26.1,7.2,25.2
Choa Chu Kang (South),2020,11,2020,3,14,0,29.6,34.1,26.8,7.6,26.6
Choa Chu Kang (South),2020,12,2020,3,15,0,29.6,33.8,27,8.3,28.8
Choa Chu Kang (South),2020,12,2020,3,16,0,29.1,33,27.1,9.4,33.5
Choa Chu Kang (South),2020,12,2020,3,17,0,28.8,33.3,25.9,9.4,34.6
Choa Chu Kang (South),2020,12,2020,3,18,3.6,28.1,33.2,24.5,7.2,27
Choa Chu Kang (South),2020,12,2020,3,19,0,28.6,33.3,25.4,6.1,22.3
Choa Chu Kang (South),2020,12,2020,3,20,0,28.6,32.8,26.3,6.1,25.9
Choa Chu Kang (South),2020,12,2020,3,21,11.6,27.8,33,25.2,6.1,29.5
Choa Chu Kang (South),2020,13,2020,3,22,34.4,27,33.8,22.4,5.4,95
Choa Chu Kang (South),2020,13,2020,3,23,6.4,26.4,30.8,24.4,4.7,23
Choa Chu Kang (South),2020,13,2020,3,24,0.2,28.1,33.6,24,6.8,31.3
Choa Chu Kang (South),2020,13,2020,3,25,11.4,28,33.6,25.3,5.4,20.5
Choa Chu Kang (South),2020,13,2020,3,26,0,29,34.1,26.1,6.8,23
Choa Chu Kang (South),2020,13,2020,3,27,16,28.3,36,25.3,5.4,95
Choa Chu Kang (South),2020,13,2020,3,28,0.2,29.1,34.5,25.2,5.8,25.2
Choa Chu Kang (South),2020,14,2020,3,29,0,29.3,34.6,26.3,6.8,24.8
Choa Chu Kang (South),2020,14,2020,3,30,0,29.5,34.8,26,6.1,23
Choa Chu Kang (South),2020,14,2020,3,31,1,29.7,35.4,26.7,5.8,22
Choa Chu Kang (South),2020,14,2020,4,1,27.2,29,35.6,25.7,5.1,31.3
Choa Chu Kang (South),2020,14,2020,4,2,26.2,28.5,35.2,24.7,5.3,35.9
Choa Chu Kang (South),2020,14,2020,4,3,23.8,28,33.3,24.1,5.6,29.4
Choa Chu Kang (South),2020,14,2020,4,4,0,28.8,33.1,26,5.6,22
Choa Chu Kang (South),2020,15,2020,4,5,14,27.7,33.9,25.1,5.4,33.9
Choa Chu Kang (South),2020,15,2020,4,6,1.2,27.2,32.2,25.4,4.6,27.4
Choa Chu Kang (South),2020,15,2020,4,7,52.6,27.1,33.3,23.2,4.6,23
Choa Chu Kang (South),2020,15,2020,4,8,1.2,28,35.2,25.1,5.2,22.4
Choa Chu Kang (South),2020,15,2020,4,9,0,29,34.7,24.9,6.3,26.7
Choa Chu Kang (South),2020,15,2020,4,10,0,29.2,35.7,25.1,5.8,23
Choa Chu Kang (South),2020,15,2020,4,11,0,28.9,33,26.4,5.6,19.1
Choa Chu Kang (South),2020,16,2020,4,12,0.6,28.8,34.3,26.4,5.3,26.7
Choa Chu Kang (South),2020,16,2020,4,13,20,27.8,33.7,24.2,5.1,31.3
Choa Chu Kang (South),2020,16,2020,4,14,0,29.2,34.9,26,6.1,35
Choa Chu Kang (South),2020,16,2020,4,15,0,29.5,33.2,26.6,6.7,29.1
Choa Chu Kang (South),2020,16,2020,4,16,0,29.6,34.1,26.4,6.2,26.7
Choa Chu Kang (South),2020,16,2020,4,17,0,29.6,35,25.8,5.4,28.2
Choa Chu Kang (South),2020,16,2020,4,18,0.6,29.4,34.5,25.9,5.5,27.4
Choa Chu Kang (South),2020,17,2020,4,19,0,30.5,35.3,26.4,6.3,24.4
Choa Chu Kang (South),2020,17,2020,4,20,0,30.6,35.1,27.5,7.2,25.9
Choa Chu Kang (South),2020,17,2020,4,21,6.8,28.9,34.8,24.5,4.9,25.2
