Station,Epiyear,Epiweek,Year,Month,Day,Daily_Rainfall_Total_mm,Mean_Temperature_degC,Maximum_Temperature_degC,Minimum_Temperature_degC,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
Changi,2012,26,2012,6,26,0,29,32.5,27.4,11.2,31.3
Changi,2012,26,2012,6,27,7,27.9,30.1,24.9,6,36.7
Changi,2012,26,2012,6,28,0.6,28.2,30.7,25.5,7.6,29.9
Changi,2012,26,2012,6,29,0,28.7,32.3,26.4,11.4,35.6
Changi,2012,26,2012,6,30,2.4,28.2,30.9,25.7,8.7,33.5
Changi,2012,27,2012,7,1,3.6,28.6,31.6,25.9,12.6,49.7
Changi,2012,27,2012,7,2,9,27.7,31.2,25.6,10,36.7
Changi,2012,27,2012,7,3,5,27.1,29.5,24.9,6,28.1
Changi,2012,27,2012,7,4,35.4,27.3,30.1,22.9,6.2,37.8
Changi,2012,27,2012,7,5,1.8,26,28.4,23.2,7.3,27.7
Changi,2012,27,2012,7,6,0,28.1,30.6,25.9,9.2,33.1
Changi,2012,27,2012,7,7,12.4,27.2,31.6,24.4,8.7,45.7
Changi,2012,28,2012,7,8,0.2,27.4,31,23.4,7.2,40
Changi,2012,28,2012,7,9,0.2,28,30.1,26,7.2,32.8
Changi,2012,28,2012,7,10,4,27,31,24.6,5.6,31.7
Changi,2012,28,2012,7,11,1.2,26.9,30.6,25.7,5.6,25.6
Changi,2012,28,2012,7,12,0,27.9,30.4,26,9.3,30.2
Changi,2012,28,2012,7,13,0.4,28.4,30.8,25.4,12.7,43.2
Changi,2012,28,2012,7,14,29,26.2,28,24.3,9.3,34.9
Changi,2012,29,2012,7,15,0,27.3,30.8,25.2,9.5,32.4
Changi,2012,29,2012,7,16,6.8,26.5,30.2,25.1,6.8,34.6
Changi,2012,29,2012,7,17,4,27,30.7,24.6,6.1,30.2
Changi,2012,29,2012,7,18,0,26.9,29.6,24.7,6.5,25.6
Changi,2012,29,2012,7,19,17,26.4,30,23.8,4.8,24.8
Changi,2012,29,2012,7,20,0.6,27.6,31.1,24.9,8.7,32
Changi,2012,29,2012,7,21,0,28.5,31.3,26.3,9.8,29.9
Changi,2012,30,2012,7,22,0,28.8,31.5,26.6,8.7,29.9
Changi,2012,30,2012,7,23,0,28.7,31.1,26.8,11.1,37.4
Changi,2012,30,2012,7,24,0,28.6,31.6,25.9,9.9,30.6
Changi,2012,30,2012,7,25,0,28.4,32,25.4,11.7,34.2
Changi,2012,30,2012,7,26,0,29.1,32,27.1,16.1,37.8
Changi,2012,30,2012,7,27,0,28.8,32.1,26.8,14.4,37.1
Changi,2012,30,2012,7,28,0,27.9,31.6,25.4,10.9,45.4
Changi,2012,31,2012,7,29,0,28.3,31.4,25.8,10,37.1
Changi,2012,31,2012,7,30,0.2,28.7,31.4,26.8,12.3,34.9
Changi,2012,31,2012,7,31,0,28.7,31.5,26.4,12.2,36.4
Changi,2012,31,2012,8,1,14.2,27.7,31,23.1,11,36.7
Changi,2012,31,2012,8,2,0,28.5,31.2,26.3,13.4,31.3
Changi,2012,31,2012,8,3,8,28.3,31.4,25.4,14.7,36.7
Changi,2012,31,2012,8,4,0,27.5,30.5,25.8,11.5,35.6
Changi,2012,32,2012,8,5,1.4,28.1,30.8,26.4,11.1,35.6
Changi,2012,32,2012,8,6,0,27.7,30.2,26.1,8.7,39.6
Changi,2012,32,2012,8,7,0,28.1,31.6,24.8,9.3,35.6
Changi,2012,32,2012,8,8,0,28.4,31.2,25.7,13.4,35.3
Changi,2012,32,2012,8,9,0,28.5,31.8,26.3,16.8,41.4
Changi,2012,32,2012,8,10,0,28.9,32.3,26.2,15.2,35.3
Changi,2012,32,2012,8,11,0,28.9,32.3,27,13.7,31.7
Changi,2012,33,2012,8,12,0,28.4,31.9,26.1,12.4,34.9
Changi,2012,33,2012,8,13,0,28.9,32,26.6,13.8,40
Changi,2012,33,2012,8,14,0,29.1,32.7,26.9,13,32
Changi,2012,33,2012,8,15,0,28.7,31.6,26.9,16.2,40.3
Changi,2012,33,2012,8,16,19.8,28.3,31.2,23.5,15.2,45.4
Changi,2012,33,2012,8,17,8.6,27,29.3,23.7,8.6,37.8
Changi,2012,33,2012,8,18,2.4,27.7,30.9,25,10.7,44.6
Changi,2012,34,2012,8,19,0,28.4,31.7,25,12.4,43.6
Changi,2012,34,2012,8,20,0,28.7,32.1,27.1,13.5,36
Changi,2012,34,2012,8,21,31,27.8,31.7,24.4,10.2,52.9
Changi,2012,34,2012,8,22,0,27.4,30.7,24.8,9.1,39.2
Changi,2012,34,2012,8,23,0,27.4,30.3,24.5,7.6,40.3
Changi,2012,34,2012,8,24,0,28.4,31.7,25.7,10.4,37.4
Changi,2012,34,2012,8,25,0,28.4,30.5,27.1,11.9,33.8
Changi,2012,35,2012,8,26,0.2,28.2,30.7,25.8,10,41.4
Changi,2012,35,2012,8,27,17.2,26.5,30.7,23.4,6.3,44.3
Changi,2012,35,2012,8,28,1.2,26.4,30.5,23.9,6.2,36.4
Changi,2012,35,2012,8,29,0,27.6,29.2,26.2,8.4,30.2
Changi,2012,35,2012,8,30,14.2,26.3,28.9,24.5,7.3,44.3
Changi,2012,35,2012,8,31,0.8,26.5,28.8,23.7,8,31.3
Changi,2012,35,2012,9,1,0,28.9,31.7,27.2,14.1,36
Changi,2012,36,2012,9,2,0,28.8,32.1,26.5,15,38.9
Changi,2012,36,2012,9,3,0,28.7,31.4,26.5,15.2,33.5
Changi,2012,36,2012,9,4,10.4,28.6,32,24,12.4,32.8
Changi,2012,36,2012,9,5,0,26,29.6,24.3,7.4,36.7
Changi,2012,36,2012,9,6,0,27,31,24.6,7.5,35.6
Changi,2012,36,2012,9,7,35.8,26.6,30.8,22.5,8.6,79.6
Changi,2012,36,2012,9,8,0,27.4,30,24.7,7.6,23
Changi,2012,37,2012,9,9,20.6,26.6,31.5,24.1,5.9,33.1
Changi,2012,37,2012,9,10,0,26.6,29,24.8,5.8,28.4
Changi,2012,37,2012,9,11,1.8,27.5,30.8,25.5,7.1,37.1
Changi,2012,37,2012,9,12,0,28.3,31.2,25.8,8,31.7
Changi,2012,37,2012,9,13,0,28.1,30.4,25.7,7.9,35.6
Changi,2012,37,2012,9,14,0,28.2,30.1,26.3,5.8,18
Changi,2012,37,2012,9,15,0,28.5,31.3,25.8,10.8,33.5
Changi,2012,38,2012,9,16,0,28.7,31.5,26.6,7.7,23.8
Changi,2012,38,2012,9,17,0,28,32.2,25.8,9.6,38.2
Changi,2012,38,2012,9,18,0,28.8,32.3,26.6,8.8,22.3
Changi,2012,38,2012,9,19,0,28.9,32.6,26.7,9.7,41.8
Changi,2012,38,2012,9,20,0,28.7,31.8,26.5,7.4,28.8
Changi,2012,38,2012,9,21,0,27.9,31.9,25.7,6.5,31
Changi,2012,38,2012,9,22,0,27.8,31.6,25.5,6.4,26.3
Changi,2012,39,2012,9,23,0,28.5,32.3,26,6.1,28.8
Changi,2012,39,2012,9,24,2.4,28.1,32,25.7,6.1,32.4
Changi,2012,39,2012,9,25,1,28,31.2,25.3,6.8,26.6
Changi,2012,39,2012,9,26,4,26.8,29.6,23.2,5.6,25.9
Changi,2012,39,2012,9,27,28.2,28.2,32.7,22.9,8,52.6
Changi,2012,39,2012,9,28,0,27.8,31.8,24,7.4,27.7
Changi,2012,39,2012,9,29,0.6,28.2,31.3,25.4,8.9,32.8
Changi,2012,40,2012,9,30,2.8,27.6,32.3,24.2,8.7,33.8
Changi,2012,40,2012,10,1,0,28.2,32.8,25,7.5,31.3
Changi,2012,40,2012,10,2,0,28,31.1,25.6,6.4,27
Changi,2012,40,2012,10,3,0,28.9,32.7,26,6.6,31
Changi,2012,40,2012,10,4,0,28.9,32.6,26.7,6,27.7
Changi,2012,40,2012,10,5,0,28.1,30.7,26.4,6.4,27.4
Changi,2012,40,2012,10,6,11.2,27.9,31.8,25.2,6.3,32
Changi,2012,41,2012,10,7,6.2,27.1,29.7,25.2,6.4,33.8
Changi,2012,41,2012,10,8,0,28.5,31.9,24.9,6.8,28.4
Changi,2012,41,2012,10,9,0,28.1,32.2,25.7,6.8,28.4
Changi,2012,41,2012,10,10,0,28,32.6,25.4,6.4,29.5
Changi,2012,41,2012,10,11,16.4,27.5,31.3,25.4,4.5,22
Changi,2012,41,2012,10,12,0,28.1,32.1,25.4,7.3,25.9
Changi,2012,41,2012,10,13,1,26.5,30.7,24,4.7,30.2
Changi,2012,42,2012,10,14,22.6,27.1,31.2,23.5,5.4,49
Changi,2012,42,2012,10,15,0,27.7,31.9,25.1,6.4,27
Changi,2012,42,2012,10,16,13.4,27,31.5,23.7,6.6,41.4
Changi,2012,42,2012,10,17,5.8,27,32.4,25.3,5.1,29.5
Changi,2012,42,2012,10,18,7,26.5,30.6,24.4,5.3,27.7
Changi,2012,42,2012,10,19,5.4,26.1,29.9,24.3,4.7,30.2
Changi,2012,42,2012,10,20,15,26.4,31,23.9,6.3,32.4
Changi,2012,43,2012,10,21,9.6,25.9,29.2,24.6,3.8,21.2
Changi,2012,43,2012,10,22,0,27.2,31.6,24.7,5.6,22.3
Changi,2012,43,2012,10,23,0,28.2,32.4,24.6,6.4,20.2
Changi,2012,43,2012,10,24,0,28.8,32.5,25.9,7.3,23.4
Changi,2012,43,2012,10,25,0,28.8,32,26.2,8.9,38.5
Changi,2012,43,2012,10,26,0,29.1,32.9,26.6,10.6,29.5
Changi,2012,43,2012,10,27,0,28.7,32.9,25.9,7.8,25.6
Changi,2012,44,2012,10,28,0,29,33.1,26.2,10.3,29.5
Changi,2012,44,2012,10,29,0,28.4,32.6,25.7,7.5,35.6
Changi,2012,44,2012,10,30,4.8,27.3,31.9,25,6.5,37.4
Changi,2012,44,2012,10,31,3.8,26.8,31.3,24.9,6.5,30.6
Changi,2012,44,2012,11,1,0.4,26.6,31,24.8,5.5,35.6
Changi,2012,44,2012,11,2,0.2,27.6,32.5,24.4,6.9,29.5
Changi,2012,44,2012,11,3,7.2,26,28.8,23.7,6.1,26.3
Changi,2012,45,2012,11,4,20.6,26.3,32.8,24,6.4,32.4
Changi,2012,45,2012,11,5,0.4,26.7,29.9,23.5,6.1,23.8
Changi,2012,45,2012,11,6,0.8,26.7,31.4,25.1,5.7,26.3
Changi,2012,45,2012,11,7,0,28.2,32,25.2,7.8,27.7
Changi,2012,45,2012,11,8,1.4,27.5,31.9,25.6,5.7,28.4
Changi,2012,45,2012,11,9,6.4,27.1,31.7,25.4,4.8,25.6
Changi,2012,45,2012,11,10,18.8,26.7,30.9,24.9,5.1,30.2
Changi,2012,46,2012,11,11,0,27.4,30.9,25,4.8,21.2
Changi,2012,46,2012,11,12,22,26.4,30.3,24,5.5,28.4
Changi,2012,46,2012,11,13,0.8,26.5,30.9,24.9,5.2,26.6
Changi,2012,46,2012,11,14,1,26.6,31.8,25,4.7,26.3
Changi,2012,46,2012,11,15,8.2,27.5,30.1,25.5,5.1,23.8
Changi,2012,46,2012,11,16,0.2,28,32.6,26,7.5,39.6
Changi,2012,46,2012,11,17,0,27.7,32.3,24.8,7.6,32.8
Changi,2012,47,2012,11,18,9.8,27.1,32.4,24.7,4.7,23.8
Changi,2012,47,2012,11,19,8.2,26.7,29.1,24.4,5.4,27
Changi,2012,47,2012,11,20,0,27.8,31.9,24.7,5.6,27.7
Changi,2012,47,2012,11,21,38.2,27.2,32.5,24.1,5.7,33.1
Changi,2012,47,2012,11,22,3.4,26.5,28.8,24.9,5.5,34.6
Changi,2012,47,2012,11,23,4.2,27.2,32.7,24.4,6.4,30.2
Changi,2012,47,2012,11,24,0,27.8,31.6,24.4,7.6,27.4
Changi,2012,48,2012,11,25,49.2,26.3,31.4,23.4,5.2,46.8
Changi,2012,48,2012,11,26,0,27.3,31.8,25.3,4.6,19.8
Changi,2012,48,2012,11,27,6.6,26.6,32,24.3,5.3,24.5
Changi,2012,48,2012,11,28,0,27.8,32.2,24.6,6.2,27.7
Changi,2012,48,2012,11,29,0.2,27.6,31.6,25.1,7.6,29.2
Changi,2012,48,2012,11,30,0,28.2,32,25.6,6.3,26.3
Changi,2012,48,2012,12,1,0.8,27.1,31.6,25.8,4.8,24.5
Changi,2012,49,2012,12,2,0.6,27.4,30.4,24.9,4.7,18.7
Changi,2012,49,2012,12,3,51.6,25.8,30.5,22.7,5.5,22.7
Changi,2012,49,2012,12,4,0,26.6,31.1,23.7,6.4,29.9
Changi,2012,49,2012,12,5,16.8,26.5,30.5,24.3,5.3,26.3
Changi,2012,49,2012,12,6,1.4,27.3,32.2,24.8,7.3,38.9
Changi,2012,49,2012,12,7,0,28.3,32.2,25.6,9.8,31.3
Changi,2012,49,2012,12,8,0,27.9,30.8,25.8,8.1,27.7
Changi,2012,50,2012,12,9,0,27.5,30.4,25.9,6.7,35.3
Changi,2012,50,2012,12,10,10,26.8,31.9,23.7,5.6,29.5
Changi,2012,50,2012,12,11,33.6,26,29.5,22.3,5.3,32.8
Changi,2012,50,2012,12,12,16.6,26,31.4,23.8,7.6,34.6
Changi,2012,50,2012,12,13,61.6,25.5,30.6,23.1,5.7,28.8
Changi,2012,50,2012,12,14,0.4,27,30.5,24.4,7.1,27
Changi,2012,50,2012,12,15,5,27.1,30.2,25.3,6.1,34.6
Changi,2012,51,2012,12,16,11.2,26,30.7,24.2,5.3,34.9
Changi,2012,51,2012,12,17,1.6,26.4,30.3,24.4,6.8,30.6
Changi,2012,51,2012,12,18,26.8,25.3,29,23.3,4.8,28.4
Changi,2012,51,2012,12,19,9.8,26.2,30.8,24.2,5.7,25.2
Changi,2012,51,2012,12,20,1.8,27.2,30.9,23.3,7.6,32
Changi,2012,51,2012,12,21,1.6,27.6,31.6,25.1,6.6,28.4
Changi,2012,51,2012,12,22,23.2,26.6,31.6,23.6,5.3,26.6
Changi,2012,52,2012,12,23,0,27,31.3,24.8,7,31.3
Changi,2012,52,2012,12,24,2.4,26.8,30.2,25,6.9,24.5
Changi,2012,52,2012,12,25,0,25.3,27.3,24.1,6.1,24.5
Changi,2012,52,2012,12,26,0,26.5,30.1,24.4,7.2,27.7
Changi,2012,52,2012,12,27,0,26.6,29.4,25.2,7.4,28.4
Changi,2012,52,2012,12,28,0,27.3,30.7,24.9,7.9,29.5
Changi,2012,52,2012,12,29,3.8,27.4,30.3,25.5,6.1,24.8
Changi,2013,1,2012,12,30,4,27.2,31.3,25.6,5.6,26.3
Changi,2013,1,2012,12,31,78.8,25.3,29.5,22.2,6.4,31.7
Changi,2013,1,2013,1,1,7.2,26.9,31.4,23.9,7.2,33.8
Changi,2013,1,2013,1,2,1.2,27,30.5,23.1,6.9,27.4
Changi,2013,1,2013,1,3,3.6,26.9,32,24.2,6.2,29.9
Changi,2013,1,2013,1,4,0.8,27.2,30.5,25,8.6,30.2
Changi,2013,1,2013,1,5,0,27.5,31.8,25.2,7.4,26.6
Changi,2013,2,2013,1,6,0,27.7,32.5,25.2,7.2,31
Changi,2013,2,2013,1,7,0,29.1,35.2,25.2,7.6,34.9
Changi,2013,2,2013,1,8,20.2,27.1,32.7,21.6,6.7,56.2
Changi,2013,2,2013,1,9,42.6,26.3,32.1,22.4,6.6,56.2
Changi,2013,2,2013,1,10,0,26.9,30,25,7,20.5
Changi,2013,2,2013,1,11,0,27.7,31,25.9,10.5,33.5
Changi,2013,2,2013,1,12,0.8,27.6,31.4,25.4,9.4,29.2
Changi,2013,3,2013,1,13,30.2,26.3,30.8,23.6,6.5,25.6
Changi,2013,3,2013,1,14,0,27.4,31,25.4,11.8,33.5
Changi,2013,3,2013,1,15,0.2,27.6,30.9,25.9,14.2,32.4
Changi,2013,3,2013,1,16,0,27.4,30.3,26.1,NA,NA
Changi,2013,3,2013,1,17,0,27.5,30.7,25.2,NA,NA
Changi,2013,3,2013,1,18,73,26.9,32,24.3,14.8,35.6
Changi,2013,3,2013,1,19,64,23.7,24.8,22.6,7.6,27.7
Changi,2013,4,2013,1,20,10.8,24.4,25.4,23.6,6,21.6
Changi,2013,4,2013,1,21,2.6,27,31.1,24.1,9.8,29.9
Changi,2013,4,2013,1,22,4.6,25.8,28.2,23.7,9.8,29.9
Changi,2013,4,2013,1,23,0,27,30.9,24.6,9.7,33.1
Changi,2013,4,2013,1,24,0.2,27.3,30.7,25.4,11.3,32.8
Changi,2013,4,2013,1,25,0,27.2,30.7,24.3,12.1,32
Changi,2013,4,2013,1,26,0,27.3,30.7,25,11.4,30.2
Changi,2013,5,2013,1,27,0,27.3,31,24.7,12.3,33.8
Changi,2013,5,2013,1,28,0,27.6,31,25.3,12.6,33.1
Changi,2013,5,2013,1,29,0,27.5,31.3,25.2,13.2,35.3
Changi,2013,5,2013,1,30,0,27.5,31.2,24.9,11.9,33.8
Changi,2013,5,2013,1,31,0,27.8,31.5,25.2,13.4,33.1
Changi,2013,5,2013,2,1,0,28,31.6,25.9,15.8,39.6
Changi,2013,5,2013,2,2,0,28.3,32.1,25.8,14.4,36
Changi,2013,6,2013,2,3,41.8,26.2,28.6,24.7,6.8,36
Changi,2013,6,2013,2,4,0.6,26.7,29.6,24,9.1,27.7
Changi,2013,6,2013,2,5,2,26.5,30.1,24,8.2,35.3
Changi,2013,6,2013,2,6,12.4,25.7,28.9,24,4.9,17.3
Changi,2013,6,2013,2,7,0,27.2,31.2,24.7,7.9,31.3
Changi,2013,6,2013,2,8,10.2,26,30.9,24.3,4.8,22.3
Changi,2013,6,2013,2,9,2.8,26.7,31.3,24.3,6.5,32
Changi,2013,7,2013,2,10,43,24.6,25.9,21.5,7.1,28.1
Changi,2013,7,2013,2,11,54.4,25.3,30.2,23.7,5.8,29.9
Changi,2013,7,2013,2,12,5.4,25.6,28.8,23.8,7.8,29.2
Changi,2013,7,2013,2,13,0.6,26.9,30.7,24.4,9.6,33.5
Changi,2013,7,2013,2,14,95.2,24.8,27.7,22.6,5.7,28.1
Changi,2013,7,2013,2,15,0,26,30.1,23.4,7.8,29.5
Changi,2013,7,2013,2,16,0.2,26.4,30.3,24.7,7,30.2
Changi,2013,8,2013,2,17,1,24.8,25.8,24.1,6.6,25.6
Changi,2013,8,2013,2,18,15.6,26.5,30.8,24.5,8.5,30.6
Changi,2013,8,2013,2,19,0.4,26.1,28.2,25,5.8,19.4
Changi,2013,8,2013,2,20,0,27.2,31,25,7.6,24.5
Changi,2013,8,2013,2,21,2.6,26.6,29.8,24.6,6.3,25.2
Changi,2013,8,2013,2,22,0.6,27.4,31.3,24.7,9.8,31
Changi,2013,8,2013,2,23,0.2,28,32.5,24.8,8.8,29.2
Changi,2013,9,2013,2,24,0,27.4,30.8,24.5,7.8,28.1
Changi,2013,9,2013,2,25,58.2,26.7,30.8,23,6.3,50.4
Changi,2013,9,2013,2,26,39.8,26.7,31.9,24.8,6.4,31.3
Changi,2013,9,2013,2,27,0.6,27.1,30.4,24.5,6.9,26.3
Changi,2013,9,2013,2,28,7.6,27.5,32.2,25.2,7.2,22
Changi,2013,9,2013,3,1,21.4,27.9,32.9,25.3,9.3,29.5
Changi,2013,9,2013,3,2,1.2,28.3,32.4,25.4,10.8,33.1
Changi,2013,10,2013,3,3,0,28.1,31.2,26.1,12.1,37.1
Changi,2013,10,2013,3,4,0,27.9,31.6,25.4,11.7,39.6
Changi,2013,10,2013,3,5,0.8,27.6,31.4,24.4,11,37.1
Changi,2013,10,2013,3,6,0,27.8,31.7,25.5,11.1,31.7
Changi,2013,10,2013,3,7,0,28.1,32.1,25.2,12,31.3
Changi,2013,10,2013,3,8,0,28.4,31.8,26.6,14.4,35.3
Changi,2013,10,2013,3,9,0.8,27.9,31.8,25.5,10.3,31.7
Changi,2013,11,2013,3,10,2.8,27.6,32.1,25.7,6.8,20.9
Changi,2013,11,2013,3,11,0,28,31.7,25.8,10.9,31.7
Changi,2013,11,2013,3,12,0,27.9,32.3,24.3,8.9,28.4
Changi,2013,11,2013,3,13,0,27.9,32.4,25,8.7,31
Changi,2013,11,2013,3,14,0,28.3,32.6,25.6,10,32
Changi,2013,11,2013,3,15,0,28.7,33.5,25.4,9.9,32.4
Changi,2013,11,2013,3,16,0,28.7,32.8,25.5,10.6,31.7
Changi,2013,12,2013,3,17,11.8,27.4,32.1,24.8,7.5,28.4
Changi,2013,12,2013,3,18,0,28.5,32.8,25.9,11.1,30.6
Changi,2013,12,2013,3,19,0,28.5,32.9,25.6,11.3,31.7
Changi,2013,12,2013,3,20,0,28.6,32.5,26.2,9.9,28.1
Changi,2013,12,2013,3,21,0,29,33.1,27.2,11.4,34.9
Changi,2013,12,2013,3,22,29.6,28.3,32.9,25.5,8,43.9
Changi,2013,12,2013,3,23,0,28.5,32.1,25.8,8.3,25.6
Changi,2013,13,2013,3,24,0,28.6,33.4,26.4,7.6,35.6
Changi,2013,13,2013,3,25,12.2,28.1,32.2,25.8,6.1,27.7
Changi,2013,13,2013,3,26,0,28.3,32.9,23.9,6.7,32.8
Changi,2013,13,2013,3,27,0,29,32.4,26.4,4.9,26.6
Changi,2013,13,2013,3,28,0,28.5,31.4,26.7,8.1,34.2
Changi,2013,13,2013,3,29,0.2,28.5,32.6,26.3,6,27
Changi,2013,13,2013,3,30,0,29.2,33.8,26,7.3,30.6
Changi,2013,14,2013,3,31,5,28.9,33,25.7,7.2,35.6
Changi,2013,14,2013,4,1,19.6,28.2,34,23.4,6.4,57.2
Changi,2013,14,2013,4,2,4.2,28.6,33.2,26.3,6.2,31.7
Changi,2013,14,2013,4,3,5.8,28.2,32.5,26.3,5.3,27
Changi,2013,14,2013,4,4,41.6,27.4,31.9,25,5.8,29.9
Changi,2013,14,2013,4,5,0,29.3,33.8,25.6,6.1,26.3
Changi,2013,14,2013,4,6,6.4,28,30.6,25.9,7.9,46.8
Changi,2013,15,2013,4,7,0,28.6,31.6,26.4,8.2,33.8
Changi,2013,15,2013,4,8,0,28.7,33.6,27.1,5.4,30.2
Changi,2013,15,2013,4,9,0,28.3,33.2,26.6,5.3,31
Changi,2013,15,2013,4,10,0.4,28.4,31,26.9,6.5,22.3
Changi,2013,15,2013,4,11,0,27.4,29.8,25,5.3,20.5
Changi,2013,15,2013,4,12,0,28.8,33.5,25.4,7.6,26.3
Changi,2013,15,2013,4,13,16.2,29,33.5,24.9,8,34.6
Changi,2013,16,2013,4,14,0.6,25.8,27.8,22.1,5.6,50
Changi,2013,16,2013,4,15,0,28.9,33.4,25.4,7.4,25.9
Changi,2013,16,2013,4,16,22.4,28.9,32.8,26.6,6.8,24.8
Changi,2013,16,2013,4,17,1,28.4,32.3,23.4,7,40
Changi,2013,16,2013,4,18,1.8,30.1,34.9,26.7,6.6,35.6
Changi,2013,16,2013,4,19,1,27.2,29.8,24.4,5.2,23.4
Changi,2013,16,2013,4,20,0.2,29.3,32.5,26.1,7.4,28.4
Changi,2013,17,2013,4,21,3.8,26.8,32.3,24.2,6,41
Changi,2013,17,2013,4,22,0,28.3,33.4,24.1,7,23.8
Changi,2013,17,2013,4,23,8.4,28,32.1,26,5.3,24.5
Changi,2013,17,2013,4,24,0,28.5,32.4,26.5,5.3,20.9
Changi,2013,17,2013,4,25,4.6,28.8,32.6,26.2,7.4,29.5
Changi,2013,17,2013,4,26,0.6,26.9,29.7,24,4.7,38.5
Changi,2013,17,2013,4,27,4.2,27.9,32.7,24.7,5,26.6
Changi,2013,18,2013,4,28,16.6,26.2,27.3,24,4.6,75.2
Changi,2013,18,2013,4,29,0,28.2,32.2,25,8,35.6
Changi,2013,18,2013,4,30,0,29.2,33.1,26.2,7.9,37.4
Changi,2013,18,2013,5,1,0.2,28.3,31.1,26.9,5.1,32.4
Changi,2013,18,2013,5,2,0,28.5,31.8,26.1,7.8,36.7
Changi,2013,18,2013,5,3,0.2,28.4,30.4,25.9,6.3,32.8
Changi,2013,18,2013,5,4,0,28.9,31.7,26.7,10.6,37.1
Changi,2013,19,2013,5,5,8.6,27.7,31.3,24.7,5.8,27
Changi,2013,19,2013,5,6,0.2,27.8,32.6,25.3,4.4,27.7
Changi,2013,19,2013,5,7,46.2,27.3,32.6,23.5,5.7,37.1
Changi,2013,19,2013,5,8,5.8,27,31.6,25.3,4.4,24.1
Changi,2013,19,2013,5,9,40.4,27.8,31.9,24.9,6.5,43.2
Changi,2013,19,2013,5,10,1,28.1,31,26.8,7,34.2
Changi,2013,19,2013,5,11,0.2,28,29.9,26.6,7.9,29.9
Changi,2013,20,2013,5,12,0,29.7,33.6,27.5,10.6,37.8
Changi,2013,20,2013,5,13,0,29.9,32.9,28,11.4,29.2
Changi,2013,20,2013,5,14,3.4,28.8,31.9,25.6,5.4,28.4
Changi,2013,20,2013,5,15,42.6,28.8,32.8,26.2,7.1,27.7
Changi,2013,20,2013,5,16,2,27.1,31.2,22.9,7.2,44.3
Changi,2013,20,2013,5,17,0,29.5,33.9,25.9,5.5,23.8
Changi,2013,20,2013,5,18,0,27.8,30.3,26.2,6.1,29.2
Changi,2013,21,2013,5,19,0,29.3,32.6,25.9,6.3,26.3
Changi,2013,21,2013,5,20,0,28.7,31.2,26.8,5.2,27.7
Changi,2013,21,2013,5,21,0,28.2,32.7,26.1,5.3,22.7
Changi,2013,21,2013,5,22,0,27.9,31.5,25.7,5.5,29.9
Changi,2013,21,2013,5,23,0,29,32.4,25.9,7.1,22
Changi,2013,21,2013,5,24,8.4,27.6,30,25.2,5.1,28.4
Changi,2013,21,2013,5,25,0,28.8,33.4,25.3,5.7,24.8
Changi,2013,22,2013,5,26,22.6,27.4,32.6,23.9,4.9,45.7
Changi,2013,22,2013,5,27,0,28.5,33.1,24.9,7.1,23.8
Changi,2013,22,2013,5,28,0,28.4,32.5,25.5,5.2,26.3
Changi,2013,22,2013,5,29,1.4,27,28.2,26.1,5.2,21.6
Changi,2013,22,2013,5,30,3.6,26.9,31.8,24,5.9,32.8
Changi,2013,22,2013,5,31,24.6,27.1,32.2,24,6.3,30.2
Changi,2013,22,2013,6,1,22.4,27.2,33,22.6,6.1,33.5
Changi,2013,23,2013,6,2,0,28.6,32.4,25.6,5.7,20.2
Changi,2013,23,2013,6,3,17.2,28.1,32.5,24.1,6.2,31
Changi,2013,23,2013,6,4,0,27.3,30.6,25.2,5.9,25.9
Changi,2013,23,2013,6,5,21.6,27.2,33.4,22.9,6.2,32
Changi,2013,23,2013,6,6,3.6,28.3,32.4,24.6,7.7,24.8
Changi,2013,23,2013,6,7,1,28.5,33.7,25.7,6.8,29.5
Changi,2013,23,2013,6,8,2,27.7,32.3,25.2,5.2,28.4
Changi,2013,24,2013,6,9,14,27.6,29.6,24.8,5.4,35.6
Changi,2013,24,2013,6,10,3.8,28.9,32.7,25.2,6.4,32.4
Changi,2013,24,2013,6,11,0,29.3,32.3,24.9,6.5,33.1
Changi,2013,24,2013,6,12,0,29.9,33.2,27.1,7.3,38.2
Changi,2013,24,2013,6,13,0,29.8,33,27.1,5.7,30.2
Changi,2013,24,2013,6,14,0,29.9,32.5,28,6,32
Changi,2013,24,2013,6,15,0,30,33.6,27.8,6,27
Changi,2013,25,2013,6,16,16.2,29.7,32.5,25.8,6.4,44.3
Changi,2013,25,2013,6,17,0,29.1,33.2,25.9,5.4,28.4
Changi,2013,25,2013,6,18,0,30.4,34.2,27,6.7,34.9
Changi,2013,25,2013,6,19,0,30.5,34.5,26.8,7.3,37.4
Changi,2013,25,2013,6,20,0,30,33.9,26.8,6.4,31.3
Changi,2013,25,2013,6,21,0,30.1,34,27,6,27
Changi,2013,25,2013,6,22,0,30.1,33.3,27.5,5.9,26.3
Changi,2013,26,2013,6,23,0,30,32.9,27.5,6.7,23.8
Changi,2013,26,2013,6,24,0,30.2,33.4,28.2,11.1,24.8
Changi,2013,26,2013,6,25,0,29.5,33.7,27.2,7.8,33.8
Changi,2013,26,2013,6,26,7,27.7,30,23,5.1,41
Changi,2013,26,2013,6,27,0,28.9,32.4,26.3,5,25.9
