Station,Date,Epiyear,Epiweek,Rainfall,Mean_temp,Temp_range
Changi,2015-01-28,2015,4,0,27.4,7.800000000000001
Changi,2015-01-29,2015,4,0,26.5,4.299999999999997
Changi,2015-01-30,2015,4,0,26.9,6.599999999999998
Changi,2015-01-31,2015,4,0,27.3,6.800000000000001
Changi,2015-02-01,2015,5,0,26.5,7.5
Changi,2015-02-02,2015,5,3.4,25.9,5.300000000000001
Changi,2015-02-03,2015,5,0.2,25.8,5.5
Changi,2015-02-04,2015,5,0.2,25.8,4.899999999999999
Changi,2015-02-05,2015,5,0,26.9,5.600000000000001
Changi,2015-02-06,2015,5,10.8,26.2,6.399999999999999
Changi,2015-02-07,2015,5,0.2,26.7,5.700000000000003
Changi,2015-02-08,2015,6,0,26.7,6.100000000000001
Changi,2015-02-09,2015,6,0,26.9,5.699999999999999
Changi,2015-02-10,2015,6,0,26.7,5.899999999999999
Changi,2015-02-11,2015,6,0,26.6,7.5
Changi,2015-02-12,2015,6,0,26.3,7.5
Changi,2015-02-13,2015,6,0,26.6,6.800000000000001
Changi,2015-02-14,2015,6,0,26.8,7.199999999999999
Changi,2015-02-15,2015,7,0,27.1,8.100000000000001
Changi,2015-02-16,2015,7,0,27.4,7.300000000000001
Changi,2015-02-17,2015,7,0,27.4,7.300000000000001
Changi,2015-02-18,2015,7,0,27.8,7.5
Changi,2015-02-19,2015,7,4,26.5,7.799999999999997
Changi,2015-02-20,2015,7,0,27.5,6.900000000000002
Changi,2015-02-21,2015,7,0,27.3,7.5
Changi,2015-02-22,2015,8,0,27.3,7.100000000000001
Changi,2015-02-23,2015,8,0,28,8.400000000000002
Changi,2015-02-24,2015,8,0,27.4,6.5
Changi,2015-02-25,2015,8,0,27.6,7.800000000000001
Changi,2015-02-26,2015,8,0,27.4,6.800000000000001
Changi,2015-02-27,2015,8,0,27.9,7.600000000000001
Changi,2015-02-28,2015,8,0,28.3,7.700000000000003
Changi,2015-03-01,2015,9,0,28.4,7.899999999999999
Changi,2015-03-02,2015,9,0,28.3,8.399999999999999
Changi,2015-03-03,2015,9,0,28.4,7.099999999999998
Changi,2015-03-04,2015,9,14,27.6,11
Changi,2015-03-05,2015,9,0,27.8,8.2
Changi,2015-03-06,2015,9,0,27.9,8.700000000000003
Changi,2015-03-07,2015,9,0,28.3,8
Changi,2015-03-08,2015,10,0,28.3,7.4999999999999964
Changi,2015-03-09,2015,10,0,28.6,6.299999999999997
Changi,2015-03-10,2015,10,0,28.4,8.300000000000004
Changi,2015-03-11,2015,10,46,25.5,4.5
Changi,2015-03-12,2015,10,0,27.3,6.100000000000001
Changi,2015-03-13,2015,10,0,27.7,6.599999999999998
Changi,2015-03-14,2015,10,0,28,7.800000000000001
Changi,2015-03-15,2015,11,0,27.9,5.800000000000001
Changi,2015-03-16,2015,11,0,28.4,6.899999999999999
Changi,2015-03-17,2015,11,0,28.3,6.299999999999997
Changi,2015-03-18,2015,11,0,28.3,6.899999999999999
Changi,2015-03-19,2015,11,0,28.3,5.900000000000002
Changi,2015-03-20,2015,11,0,28.5,6.800000000000004
Changi,2015-03-21,2015,11,0,28.7,6.799999999999997
Changi,2015-03-22,2015,12,6.4,27.6,9.100000000000001
Changi,2015-03-23,2015,12,0,28.6,6.899999999999999
Changi,2015-03-24,2015,12,0,28.6,6.199999999999999
Changi,2015-03-25,2015,12,0,29,6.100000000000001
Changi,2015-03-26,2015,12,0,29,6.299999999999997
Changi,2015-03-27,2015,12,0,28.9,6.600000000000001
Changi,2015-03-28,2015,12,0,28.7,6.0000000000000036
Changi,2015-03-29,2015,13,9.2,27,3.8999999999999986
Changi,2015-03-30,2015,13,0,28.6,7.5
Changi,2015-03-31,2015,13,8.8,27.9,5.899999999999999
Changi,2015-04-01,2015,13,13.8,27.1,8.700000000000003
Changi,2015-04-02,2015,13,11.4,27,8.7
Changi,2015-04-03,2015,13,0,27.6,5.099999999999998
Changi,2015-04-04,2015,13,0,28.9,7.400000000000002
Changi,2015-04-05,2015,14,9.8,27.7,6.599999999999998
Changi,2015-04-06,2015,14,1.6,28.4,7
Changi,2015-04-07,2015,14,0,29.2,6.400000000000002
Changi,2015-04-08,2015,14,0,29.3,7.200000000000003
Changi,2015-04-09,2015,14,0,29.1,6.099999999999998
Changi,2015-04-10,2015,14,0.4,29.3,6.800000000000004
Changi,2015-04-11,2015,14,0,28.2,5.200000000000003
Changi,2015-04-12,2015,15,0,28.8,7.899999999999999
Changi,2015-04-13,2015,15,0,29.3,7.100000000000001
Changi,2015-04-14,2015,15,0,29.2,7.200000000000003
Changi,2015-04-15,2015,15,0,29.1,7
Changi,2015-04-16,2015,15,0,29.6,6.300000000000001
Changi,2015-04-17,2015,15,0.6,29.6,7.199999999999999
Changi,2015-04-18,2015,15,0,29.6,7.799999999999997
Changi,2015-04-19,2015,16,8.2,28.3,9.700000000000003
Changi,2015-04-20,2015,16,0,28.8,6.600000000000001
Changi,2015-04-21,2015,16,3.2,27.9,8.900000000000002
Changi,2015-04-22,2015,16,0,28.8,7.800000000000001
Changi,2015-04-23,2015,16,0,29.5,7.300000000000004
Changi,2015-04-24,2015,16,1.6,28.7,7.5
Changi,2015-04-25,2015,16,0,28.8,7.199999999999996
Changi,2015-04-26,2015,17,18.8,27.9,7.300000000000001
Changi,2015-04-27,2015,17,0.4,27.9,6.699999999999999
Changi,2015-04-28,2015,17,0.2,28.3,7.9999999999999964
Changi,2015-04-29,2015,17,0,28.7,6.600000000000001
Changi,2015-04-30,2015,17,3.2,27.4,8.200000000000003
Changi,2015-05-01,2015,17,0,27.7,7.200000000000003
Changi,2015-05-02,2015,17,16.4,28,8.399999999999999
Changi,2015-05-03,2015,18,22.2,26.7,5.5
Changi,2015-05-04,2015,18,5,27,6.700000000000003
Changi,2015-05-05,2015,18,2.6,28.1,7.700000000000003
Changi,2015-05-06,2015,18,3.4,28.5,6.5
Changi,2015-05-07,2015,18,0.2,29.3,5.5000000000000036
Changi,2015-05-08,2015,18,0,28.8,5.199999999999999
Changi,2015-05-09,2015,18,0,29.3,5.200000000000003
Changi,2015-05-10,2015,19,0,29.6,4.199999999999996
Changi,2015-05-11,2015,19,0,29.9,4.799999999999997
Changi,2015-05-12,2015,19,3,29.2,4.800000000000001
Changi,2015-05-13,2015,19,0,29.2,6.099999999999998
Changi,2015-05-14,2015,19,16.6,29.2,9.300000000000004
Changi,2015-05-15,2015,19,9.8,27.2,4.900000000000002
Changi,2015-05-16,2015,19,0,28.4,4.900000000000002
Changi,2015-05-17,2015,20,0,29,5.899999999999999
Changi,2015-05-18,2015,20,2.4,28.6,5.699999999999999
Changi,2015-05-19,2015,20,0,29.4,5.5
Changi,2015-05-20,2015,20,0,29,5.399999999999999
Changi,2015-05-21,2015,20,0,29.4,6.100000000000001
Changi,2015-05-22,2015,20,0,29,3.5
Changi,2015-05-23,2015,20,5.4,27.1,3.099999999999998
Changi,2015-05-24,2015,21,0,28.7,5.800000000000001
Changi,2015-05-25,2015,21,0,28.8,5
Changi,2015-05-26,2015,21,0,28.6,6.600000000000001
Changi,2015-05-27,2015,21,2,28.3,6.5
Changi,2015-05-28,2015,21,0,29,5.300000000000001
Changi,2015-05-29,2015,21,0,30.1,4.9999999999999964
Changi,2015-05-30,2015,21,0,30,6.0000000000000036
Changi,2015-05-31,2015,22,0,29.7,6.100000000000001
Changi,2015-06-01,2015,22,0,29.4,7.599999999999998
Changi,2015-06-02,2015,22,1.8,29.6,8.199999999999996
Changi,2015-06-03,2015,22,0,29.2,6.299999999999997
Changi,2015-06-04,2015,22,2.2,29.5,5.799999999999997
Changi,2015-06-05,2015,22,0,29.2,7.799999999999997
Changi,2015-06-06,2015,22,12.8,27.9,7.300000000000004
Changi,2015-06-07,2015,23,28.4,27.9,6.600000000000001
Changi,2015-06-08,2015,23,0,28.4,4.300000000000001
Changi,2015-06-09,2015,23,0,28.2,5.600000000000001
Changi,2015-06-10,2015,23,0,29.2,6
Changi,2015-06-11,2015,23,2.8,28.3,6.099999999999998
Changi,2015-06-12,2015,23,17.4,27,5
Changi,2015-06-13,2015,23,0,28.1,5.199999999999999
Changi,2015-06-14,2015,24,13.4,26.8,4.300000000000001
Changi,2015-06-15,2015,24,3.8,27.7,5.800000000000001
Changi,2015-06-16,2015,24,0,27.7,4.199999999999999
Changi,2015-06-17,2015,24,0.4,28.4,3.8999999999999986
Changi,2015-06-18,2015,24,0,29.5,4.5
Changi,2015-06-19,2015,24,0,29.4,4.199999999999999
Changi,2015-06-20,2015,24,0,29.8,4.799999999999997
Changi,2015-06-21,2015,25,0,30,4.300000000000001
Changi,2015-06-22,2015,25,0,30.2,5.0000000000000036
Changi,2015-06-23,2015,25,0,30.1,4.399999999999999
Changi,2015-06-24,2015,25,0,30,4.900000000000002
Changi,2015-06-25,2015,25,0,29.9,3.8000000000000007
Changi,2015-06-26,2015,25,0,29.7,4.299999999999997
Changi,2015-06-27,2015,25,0,29.9,4.899999999999999
Changi,2015-06-28,2015,26,12.8,29.4,7.099999999999998
Changi,2015-06-29,2015,26,0,29.7,5.699999999999996
Changi,2015-06-30,2015,26,0,29.7,5.400000000000002
Changi,2015-07-01,2015,26,6.4,28.6,6.800000000000001
Changi,2015-07-02,2015,26,0,29.2,5
Changi,2015-07-03,2015,26,0.4,29.4,4.199999999999999
Changi,2015-07-04,2015,26,22.2,27.4,7.099999999999998
Changi,2015-07-05,2015,27,0,29.3,4.799999999999997
Changi,2015-07-06,2015,27,0,29.5,3.8999999999999986
Changi,2015-07-07,2015,27,2,29.3,4.300000000000001
Changi,2015-07-08,2015,27,20,28.5,8.2
Changi,2015-07-09,2015,27,0,29.1,6.099999999999998
Changi,2015-07-10,2015,27,11.4,28.7,6.399999999999999
Changi,2015-07-11,2015,27,0.6,29.4,4.299999999999997
Changi,2015-07-12,2015,28,0,29.3,4.600000000000001
Changi,2015-07-13,2015,28,0,29.4,3.6000000000000014
Changi,2015-07-14,2015,28,45.8,28.1,7
Changi,2015-07-15,2015,28,0,29.2,5
Changi,2015-07-16,2015,28,1.6,29.3,4.300000000000004
Changi,2015-07-17,2015,28,0,29.5,3.8000000000000007
Changi,2015-07-18,2015,28,0,29.8,4.300000000000001
Changi,2015-07-19,2015,29,0.2,29.6,4.800000000000001
Changi,2015-07-20,2015,29,0,29.4,5
Changi,2015-07-21,2015,29,0.4,29.5,5.5
Changi,2015-07-22,2015,29,0,29.6,4.899999999999999
Changi,2015-07-23,2015,29,0,29.3,3.8000000000000007
Changi,2015-07-24,2015,29,0,29.3,5.400000000000002
Changi,2015-07-25,2015,29,0,29.4,6.200000000000003
Changi,2015-07-26,2015,30,3.6,28.1,6.599999999999998
Changi,2015-07-27,2015,30,0,29,4.199999999999999
Changi,2015-07-28,2015,30,0,28.7,4.600000000000001
Changi,2015-07-29,2015,30,0,29,4.399999999999999
Changi,2015-07-30,2015,30,0,29.2,5.100000000000001
Changi,2015-07-31,2015,30,2.2,27.6,7.0000000000000036
Changi,2015-08-01,2015,30,1.6,26.7,5.199999999999999
Changi,2015-08-02,2015,31,0,28.7,6.200000000000003
Changi,2015-08-03,2015,31,26.2,26.2,6.099999999999998
Changi,2015-08-04,2015,31,6.2,27.1,5.5
Changi,2015-08-05,2015,31,0,28.5,4.100000000000001
Changi,2015-08-06,2015,31,1.6,27.3,4.600000000000001
Changi,2015-08-07,2015,31,20.2,27.2,5.5
Changi,2015-08-08,2015,31,28.2,28.1,7.399999999999999
Changi,2015-08-09,2015,32,14.2,27.5,7.800000000000001
Changi,2015-08-10,2015,32,1,29.1,4.800000000000001
Changi,2015-08-11,2015,32,0,28.8,3.6000000000000014
Changi,2015-08-12,2015,32,63.2,26.1,4.300000000000001
Changi,2015-08-13,2015,32,0,28.1,5.899999999999999
Changi,2015-08-14,2015,32,0,29.1,5.300000000000001
Changi,2015-08-15,2015,32,0,29,4.9999999999999964
Changi,2015-08-16,2015,33,0,28.8,4.899999999999999
Changi,2015-08-17,2015,33,0,28.7,4.099999999999998
Changi,2015-08-18,2015,33,0,29,5.700000000000003
Changi,2015-08-19,2015,33,0,29,6.0000000000000036
Changi,2015-08-20,2015,33,0,29.1,5.199999999999999
Changi,2015-08-21,2015,33,0,28.6,4.699999999999996
Changi,2015-08-22,2015,33,0,29,3.8000000000000007
Changi,2015-08-23,2015,34,0,29,4.400000000000002
Changi,2015-08-24,2015,34,0,28.8,3.099999999999998
Changi,2015-08-25,2015,34,22.2,28.4,6.600000000000001
Changi,2015-08-26,2015,34,0,29,4
Changi,2015-08-27,2015,34,0,28.7,5.800000000000001
Changi,2015-08-28,2015,34,0,28.9,5.600000000000001
Changi,2015-08-29,2015,34,0,29.7,5.200000000000003
Changi,2015-08-30,2015,35,1.2,29,5.900000000000002
Changi,2015-08-31,2015,35,0,29.2,4.899999999999999
Changi,2015-09-01,2015,35,0,29.3,5.299999999999997
Changi,2015-09-02,2015,35,0,29.3,6.100000000000001
Changi,2015-09-03,2015,35,0,29.4,4.899999999999999
Changi,2015-09-04,2015,35,0.4,29,4.100000000000001
Changi,2015-09-05,2015,35,0,29.2,4.600000000000001
Changi,2015-09-06,2015,36,0,29.2,5.299999999999997
Changi,2015-09-07,2015,36,0,28.9,5.5
Changi,2015-09-08,2015,36,0,29.2,4.900000000000002
Changi,2015-09-09,2015,36,17.4,27,8.099999999999998
Changi,2015-09-10,2015,36,0,27.6,5.699999999999999
Changi,2015-09-11,2015,36,0,28.9,5.900000000000002
Changi,2015-09-12,2015,36,0,28.6,4.5
Changi,2015-09-13,2015,37,0,28.9,4.5
Changi,2015-09-14,2015,37,0,28.7,3.8000000000000007
Changi,2015-09-15,2015,37,18.4,26.6,5.799999999999997
Changi,2015-09-16,2015,37,16.4,27.7,5.300000000000001
Changi,2015-09-17,2015,37,0,29,4.399999999999999
Changi,2015-09-18,2015,37,0,28.8,3.599999999999998
Changi,2015-09-19,2015,37,0,29,5.899999999999999
Changi,2015-09-20,2015,38,0,29.1,6.200000000000003
Changi,2015-09-21,2015,38,0.2,28.9,4.699999999999999
Changi,2015-09-22,2015,38,4.6,28.7,4.100000000000001
Changi,2015-09-23,2015,38,0,29.2,4.699999999999999
Changi,2015-09-24,2015,38,0,28.8,6.5
Changi,2015-09-25,2015,38,0,28.9,4.800000000000001
Changi,2015-09-26,2015,38,0,29,5.600000000000001
Changi,2015-09-27,2015,39,0,28.9,4.699999999999999
Changi,2015-09-28,2015,39,2.8,27.8,7.300000000000001
Changi,2015-09-29,2015,39,0,28.1,6.100000000000001
Changi,2015-09-30,2015,39,1.4,28.7,5
Changi,2015-10-01,2015,39,0,28.7,5.099999999999998
Changi,2015-10-02,2015,39,28.6,27.5,8.100000000000001
Changi,2015-10-03,2015,39,0,28.5,5.099999999999998
Changi,2015-10-04,2015,40,0,29,4.900000000000002
Changi,2015-10-05,2015,40,0.2,28.4,3.799999999999997
Changi,2015-10-06,2015,40,19.8,27.4,8.600000000000001
Changi,2015-10-07,2015,40,0.6,28.1,6.700000000000003
Changi,2015-10-08,2015,40,0,28.3,6.800000000000001
Changi,2015-10-09,2015,40,0,29,7.100000000000001
Changi,2015-10-10,2015,40,0,28.9,5.300000000000001
Changi,2015-10-11,2015,41,0,29.3,5.700000000000003
Changi,2015-10-12,2015,41,0,29.1,6.600000000000001
Changi,2015-10-13,2015,41,0,28.9,6.100000000000001
Changi,2015-10-14,2015,41,7.8,28.6,8.100000000000001
Changi,2015-10-15,2015,41,0,29.5,6.699999999999999
Changi,2015-10-16,2015,41,0,29,5.199999999999999
Changi,2015-10-17,2015,41,0,29.4,6
Changi,2015-10-18,2015,42,0,29.3,4.100000000000001
Changi,2015-10-19,2015,42,0,29.5,5.5000000000000036
Changi,2015-10-20,2015,42,0,29.2,5.300000000000001
Changi,2015-10-21,2015,42,0,29.2,5.4999999999999964
Changi,2015-10-22,2015,42,0,29.6,6.199999999999999
Changi,2015-10-23,2015,42,0,29.6,5.100000000000001
Changi,2015-10-24,2015,42,0.6,28.9,5.400000000000002
Changi,2015-10-25,2015,43,0,28.2,4.800000000000001
Changi,2015-10-26,2015,43,0,29,7.100000000000001
Changi,2015-10-27,2015,43,0,29,6.600000000000001
Changi,2015-10-28,2015,43,24,26.6,8.100000000000001
Changi,2015-10-29,2015,43,0,28.4,7.5
Changi,2015-10-30,2015,43,5.2,27.6,7.400000000000002
Changi,2015-10-31,2015,43,0.4,27.2,5
Changi,2015-11-01,2015,44,0.2,27.6,7.200000000000003
Changi,2015-11-02,2015,44,0.2,27.8,7.099999999999998
Changi,2015-11-03,2015,44,0,28.6,7
Changi,2015-11-04,2015,44,0,28.2,5.599999999999998
Changi,2015-11-05,2015,44,0,28.4,6.399999999999999
Changi,2015-11-06,2015,44,0,28.4,5.600000000000001
Changi,2015-11-07,2015,44,1.4,27.9,7.699999999999999
Changi,2015-11-08,2015,45,0,27.6,5.199999999999999
Changi,2015-11-09,2015,45,1.4,28,6.300000000000001
Changi,2015-11-10,2015,45,0,28.2,6.600000000000001
Changi,2015-11-11,2015,45,0,27.5,6.5000000000000036
Changi,2015-11-12,2015,45,0,28.2,6.699999999999999
Changi,2015-11-13,2015,45,0,28.3,6.400000000000002
Changi,2015-11-14,2015,45,0,29,7.5
Changi,2015-11-15,2015,46,0,27.9,4.099999999999998
Changi,2015-11-16,2015,46,1.6,26.5,3.5
Changi,2015-11-17,2015,46,9.8,27,6.400000000000002
Changi,2015-11-18,2015,46,0,28.6,7.199999999999999
Changi,2015-11-19,2015,46,0,28.8,5.799999999999997
Changi,2015-11-20,2015,46,0.2,28.1,6.800000000000001
Changi,2015-11-21,2015,46,0,27.6,6
Changi,2015-11-22,2015,47,0,28.3,6.5000000000000036
Changi,2015-11-23,2015,47,0,29.1,7.400000000000002
Changi,2015-11-24,2015,47,24,26.8,6.400000000000002
Changi,2015-11-25,2015,47,3.2,27.2,7.299999999999997
Changi,2015-11-26,2015,47,0.8,27.1,7.300000000000001
Changi,2015-11-27,2015,47,0.4,27.6,7
Changi,2015-11-28,2015,47,0,28.5,6.700000000000003
Changi,2015-11-29,2015,48,3.6,28.5,7.599999999999998
Changi,2015-11-30,2015,48,25.8,27.6,8.3
Changi,2015-12-01,2015,48,28.8,26.9,8.600000000000001
Changi,2015-12-02,2015,48,0.2,27.6,6.699999999999999
Changi,2015-12-03,2015,48,0,28.7,7.099999999999998
Changi,2015-12-04,2015,48,0,28.4,5.600000000000001
Changi,2015-12-05,2015,48,6,28.1,7.399999999999999
Changi,2015-12-06,2015,49,4,27.8,7
Changi,2015-12-07,2015,49,0,28.5,6.799999999999997
Changi,2015-12-08,2015,49,21.6,28.1,6.299999999999997
Changi,2015-12-09,2015,49,2,27.8,6.200000000000003
Changi,2015-12-10,2015,49,40.4,27.4,10.200000000000003
Changi,2015-12-11,2015,49,11,27.2,5.300000000000001
Changi,2015-12-12,2015,49,37.8,26.8,7.400000000000002
Changi,2015-12-13,2015,50,12.6,25.8,4.199999999999999
Changi,2015-12-14,2015,50,0.4,27.6,7.799999999999997
Changi,2015-12-15,2015,50,0,27.5,3.6000000000000014
Changi,2015-12-16,2015,50,0.2,28,4.200000000000003
Changi,2015-12-17,2015,50,0,27.8,3.8999999999999986
Changi,2015-12-18,2015,50,8.2,27.8,7.400000000000002
Changi,2015-12-19,2015,50,0,28.4,6.700000000000003
Changi,2015-12-20,2015,51,0,28.5,7.200000000000003
Changi,2015-12-21,2015,51,0,28.7,6.5
Changi,2015-12-22,2015,51,4.8,28.4,6.600000000000001
Changi,2015-12-23,2015,51,25.6,27.4,7.899999999999999
Changi,2015-12-24,2015,51,40.2,26.4,6.800000000000001
Changi,2015-12-25,2015,51,0,27.9,6.899999999999999
Changi,2015-12-26,2015,51,0,28.5,6.199999999999999
Changi,2015-12-27,2015,52,0,28.3,6.800000000000001
Changi,2015-12-28,2015,52,0,28.4,6.5
Changi,2015-12-29,2015,52,39,26.9,5.399999999999999
Changi,2015-12-30,2015,52,2.2,27.8,6.5
Changi,2015-12-31,2015,52,17,26,5.5
Changi,2016-01-01,2015,52,2,27.5,4.600000000000001
Changi,2016-01-02,2015,52,39.6,25.7,5.100000000000001
Changi,2016-01-03,2016,1,16.6,25.4,2.3000000000000007
Changi,2016-01-04,2016,1,0,27.9,7.199999999999999
Changi,2016-01-05,2016,1,0,28.7,5.900000000000002
Changi,2016-01-06,2016,1,0,28.5,4.899999999999999
Changi,2016-01-07,2016,1,0,28.7,5.099999999999998
Changi,2016-01-08,2016,1,0,28.5,6.599999999999998
Changi,2016-01-09,2016,1,1.8,28.5,6.100000000000001
Changi,2016-01-10,2016,2,0,28.8,5.599999999999998
Changi,2016-01-11,2016,2,0,28.8,6.600000000000001
Changi,2016-01-12,2016,2,0,29,5.299999999999997
Changi,2016-01-13,2016,2,0,29,5.800000000000001
Changi,2016-01-14,2016,2,0.2,28.7,5.400000000000002
Changi,2016-01-15,2016,2,5.6,28,5.900000000000002
Changi,2016-01-16,2016,2,12.2,27.9,7.199999999999996
Changi,2016-01-17,2016,3,33.4,27.4,8
Changi,2016-01-18,2016,3,2.6,28.6,6.699999999999999
Changi,2016-01-19,2016,3,2,28.5,5.5
Changi,2016-01-20,2016,3,0.8,28.3,4.699999999999999
Changi,2016-01-21,2016,3,0.6,28.3,4.900000000000002
Changi,2016-01-22,2016,3,0,28.5,5.400000000000002
Changi,2016-01-23,2016,3,0,28.7,5.899999999999999
Changi,2016-01-24,2016,4,0,28.8,5.699999999999999
Changi,2016-01-25,2016,4,2.6,28.4,5.600000000000001
Changi,2016-01-26,2016,4,6,27.9,5.399999999999999
Changi,2016-01-27,2016,4,1,28.8,5.800000000000004
Changi,2016-01-28,2016,4,0,29,6.199999999999996
Changi,2016-01-29,2016,4,0,28.6,6.099999999999998
Changi,2016-01-30,2016,4,0,28.8,6
Changi,2016-01-31,2016,5,0,28.8,6
Changi,2016-02-01,2016,5,0,28.9,6.400000000000002
Changi,2016-02-02,2016,5,10.6,27.7,6.800000000000001
Changi,2016-02-03,2016,5,0,28.5,7
Changi,2016-02-04,2016,5,0.2,28.2,5.399999999999999
Changi,2016-02-05,2016,5,0,28.3,5.600000000000001
Changi,2016-02-06,2016,5,1.8,28.7,5.899999999999999
Changi,2016-02-07,2016,6,26.4,27,3.1999999999999993
Changi,2016-02-08,2016,6,0,27.7,3.3999999999999986
Changi,2016-02-09,2016,6,0,26.8,2.900000000000002
Changi,2016-02-10,2016,6,0,26.7,3.200000000000003
Changi,2016-02-11,2016,6,0.4,27.4,4.599999999999998
Changi,2016-02-12,2016,6,0.6,27.6,7.900000000000002
Changi,2016-02-13,2016,6,0,28.6,5.700000000000003
Changi,2016-02-14,2016,7,1.2,28.6,5.399999999999999
Changi,2016-02-15,2016,7,0,28.9,5.899999999999999
Changi,2016-02-16,2016,7,0,28.7,5
Changi,2016-02-17,2016,7,0,28.1,5.199999999999999
Changi,2016-02-18,2016,7,0,27.8,6.5
Changi,2016-02-19,2016,7,70.4,25.1,4.399999999999999
Changi,2016-02-20,2016,7,2.6,26.7,5.199999999999999
Changi,2016-02-21,2016,8,0,27.5,6.100000000000001
Changi,2016-02-22,2016,8,0,28.2,6.399999999999999
Changi,2016-02-23,2016,8,0,28,6
Changi,2016-02-24,2016,8,71.8,25.9,6.199999999999999
Changi,2016-02-25,2016,8,0,27.7,6.200000000000003
Changi,2016-02-26,2016,8,0,28.4,5.400000000000002
Changi,2016-02-27,2016,8,0,28.3,6.599999999999998
Changi,2016-02-28,2016,9,0,28.5,5.899999999999999
Changi,2016-02-29,2016,9,0,28.7,5.100000000000001
Changi,2016-03-01,2016,9,0,28.6,5.799999999999997
Changi,2016-03-02,2016,9,0,28.2,4.800000000000001
Changi,2016-03-03,2016,9,0,28.5,5.199999999999999
Changi,2016-03-04,2016,9,0.4,28.4,5.100000000000001
Changi,2016-03-05,2016,9,0,28.6,6.0000000000000036
Changi,2016-03-06,2016,10,0,29,5.800000000000004
Changi,2016-03-07,2016,10,0,28.5,6
Changi,2016-03-08,2016,10,0.6,28.4,5.699999999999999
Changi,2016-03-09,2016,10,0,29.2,6.400000000000002
Changi,2016-03-10,2016,10,1.6,29,6.599999999999998
Changi,2016-03-11,2016,10,0,29.4,6.799999999999997
Changi,2016-03-12,2016,10,0,29,5.899999999999999
Changi,2016-03-13,2016,11,2.4,29,7.600000000000001
Changi,2016-03-14,2016,11,0,29.2,5.799999999999997
Changi,2016-03-15,2016,11,0,29.2,6
Changi,2016-03-16,2016,11,0,28.6,8
Changi,2016-03-17,2016,11,0,28.9,7.9999999999999964
Changi,2016-03-18,2016,11,0,28.8,7.4999999999999964
Changi,2016-03-19,2016,11,0,28.9,7.400000000000002
Changi,2016-03-20,2016,12,0,29.3,6.299999999999997
Changi,2016-03-21,2016,12,0.2,29.2,6.800000000000001
Changi,2016-03-22,2016,12,1,28.3,7.800000000000001
Changi,2016-03-23,2016,12,0,28.8,7.100000000000001
Changi,2016-03-24,2016,12,0,29.5,6.600000000000001
Changi,2016-03-25,2016,12,0,29,7.400000000000002
Changi,2016-03-26,2016,12,0,29.5,6.5
Changi,2016-03-27,2016,13,0,29.6,6.100000000000001
Changi,2016-03-28,2016,13,0,29.6,7
Changi,2016-03-29,2016,13,0,29.3,6.400000000000002
Changi,2016-03-30,2016,13,0,29.4,6.800000000000001
Changi,2016-03-31,2016,13,0,29.6,6.899999999999999
Changi,2016-04-01,2016,13,0,29.6,7.100000000000001
Changi,2016-04-02,2016,13,0,29.8,7.899999999999999
Changi,2016-04-03,2016,14,7.6,28.8,5.899999999999999
Changi,2016-04-04,2016,14,6.2,29.2,5.299999999999997
Changi,2016-04-05,2016,14,0,29,4.199999999999999
Changi,2016-04-06,2016,14,0,29.4,7.4999999999999964
Changi,2016-04-07,2016,14,0,29.3,7.800000000000004
Changi,2016-04-08,2016,14,0,29.7,7.799999999999997
Changi,2016-04-09,2016,14,1.2,28.8,6.9999999999999964
Changi,2016-04-10,2016,15,0,29.7,8.600000000000001
Changi,2016-04-11,2016,15,0,29.8,5.699999999999999
Changi,2016-04-12,2016,15,9.4,29.9,8.8
Changi,2016-04-13,2016,15,0,29.6,6.0000000000000036
Changi,2016-04-14,2016,15,9.6,29.4,8
Changi,2016-04-15,2016,15,4.8,28.9,4.599999999999998
Changi,2016-04-16,2016,15,0,29.9,6.399999999999999
Changi,2016-04-17,2016,16,0,30.1,6.800000000000001
Changi,2016-04-18,2016,16,0,30.3,6.900000000000002
Changi,2016-04-19,2016,16,0.2,30.5,7.300000000000001
Changi,2016-04-20,2016,16,0.4,29.4,6.399999999999999
Changi,2016-04-21,2016,16,0,30.4,7.599999999999998
Changi,2016-04-22,2016,16,0,29.7,5.5000000000000036
Changi,2016-04-23,2016,16,0,29.8,5.300000000000001
Changi,2016-04-24,2016,17,13.8,29.2,5.700000000000003
Changi,2016-04-25,2016,17,18.2,28.7,7.200000000000003
Changi,2016-04-26,2016,17,7.6,28.9,7.300000000000001
Changi,2016-04-27,2016,17,4.2,28.9,8.100000000000001
Changi,2016-04-28,2016,17,6.2,28.9,5.700000000000003
Changi,2016-04-29,2016,17,0.4,29,5.699999999999996
Changi,2016-04-30,2016,17,0,28.6,7.699999999999996
Changi,2016-05-01,2016,18,0,29.6,6.400000000000002
Changi,2016-05-02,2016,18,0,29.4,5.4999999999999964
Changi,2016-05-03,2016,18,0,30,6.5
Changi,2016-05-04,2016,18,0,30.7,6.399999999999999
Changi,2016-05-05,2016,18,0.6,29.5,6.799999999999997
Changi,2016-05-06,2016,18,0,29.8,7
Changi,2016-05-07,2016,18,0,29.8,6
Changi,2016-05-08,2016,19,0,29.7,5.5
Changi,2016-05-09,2016,19,0,30,7.100000000000001
Changi,2016-05-10,2016,19,0,30.7,6.199999999999999
Changi,2016-05-11,2016,19,8,29.3,8
