name,add,lon,lat
CHUNGKIAW CLINIC PTE LTD,68 JALAN JURONG KECHIL SUITES AT BUKIT TIMAH #01-01 Singapore 596180,103.7735951,1.3404921
CIRCUIT MEDICAL CLINIC,BLK 36 CIRCUIT ROAD BALAM GARDENS #01-424 Singapore 370036,103.886929,1.328989
CITILIFE FAMILY CLINIC,BLK 215 JURONG EAST ST 21 #01-539 Singapore 600215,103.7384189,1.3400749
CITIZEN FAMILY CLINIC AND SURGERY,BLK 102 YISHUN AVE 5 #01-117 Singapore 760102,103.8288369,1.430859
CITYGP FAMILY CLINIC,BLK 122 BEDOK NORTH STREET 2 #01-106 Singapore 460122,103.937724,1.32897
CITYHEALTH CLINIC & SURGERY,152 Beach Road Gateway East #03-08 Singapore 189721,103.8589609,1.299117
CITYMED HEALTH ASSOCIATES PTE LTD,19 KEPPEL RD JIT POH BUILDING #01-01 Singapore 089058,103.8421539,1.272967
CIVIL DEFENCE ACADEMY COMPLEX MEDICAL CENTRE,91 JALAN BAHAR SCDF JALAN BAHAR CAMP Singapore 649735,103.690822,1.364808
CLARION MEDICAL,202 ANG MO KIO AVENUE 3 ANG MO KIO VIEW #01-1676 Singapore 560202,103.84435,1.368466
CLARION MEDICAL | AESTHETICS,301 UPPER THOMSON ROAD THOMSON PLAZA #03-17 Singapore 574408,103.830935,1.354637
CLEMENTI FAMILY & AESTHETIC CLINIC,BLK 321 CLEMENTI AVENUE 3 #01-14/15 Singapore 129905,103.765083,1.311933
CLEMENTI FAMILY HEALTHPOINT CLINIC & SURGERY,BLK 308 CLEMENTI AVE 4 #01-351 Singapore 120308,103.76687,1.321165
CLEMENTI POLYCLINIC,451 CLEMENTI AVENUE 3 #02-307 Singapore 120451,103.765669,1.312638
CLIFFORD DISPENSARY PTE LTD,50 AIRPORT BOULEVARD DNATA BUILDING #03-50A Singapore 819658,103.986032,1.348601
CLIFFORD DISPENSARY PTE LTD,350 ORCHARD ROAD SHAW HOUSE #15-03 Singapore 238868,103.831573,1.305487
CLIFFORD DISPENSARY PTE LTD,77 ROBINSON ROAD ROBINSON 77 #06-02 Singapore 068896,103.848337,1.277817
CLINIC 10,BLK 644 PASIR RIS DR 10 #01-20 Singapore 510644,103.937669,1.378237
CLINIC @ THE SAIL,2 MARINA BOULEVARD THE SAIL @ MARINA BAY #B1-11/12 Singapore 018987,103.85265,1.280783
CLINIC FARIDAH,BLK 59 NEW UPPER CHANGI ROAD #01-1230 Singapore 461059,103.940685,1.324047
CLINICAL ASSOCIATES MEDICAL CENTRE,137 TECK WHYE LANE #01-313 Singapore 680137,103.75224300000001,1.380057
CLOVER MEDICAL CLINIC PTE LTD,21 CHOA CHU KANG NORTH 6 YEW TEE POINT #01-01 Singapore 689578,103.746546,1.39729
CMY MEDICAL,BLK 37 CHAI CHEE AVENUE #01-295 Singapore 461037,103.926152,1.325543
COMFORT CLINIC & SURGERY,BLK 214 SERANGOON AVE 4 #01-100 Singapore 550214,103.873558,1.357329
COMMUNITY MEDICAL CLINIC,BLK 221 BOON LAY PLACE BOON LAY SHOPPING CENTRE #02-160 Singapore 640221,103.712422,1.346517
COMPASSVALE 297A MEDICAL CLINIC,BLK 297A COMPASSVALE ST #01-36 Singapore 541297,103.900273,1.394859
COMWELL MEDICAL CLINIC,BLK 6 HOUGANG AVENUE 3 #01-80 Singapore 530006,103.893935,1.362767
CORNERSTONE MEDICAL,BLK 29A GHIM MOH LINK #01-03 Singapore 271029,103.7844962,1.3084268
CORONATION MEDICAL CENTRE,587 BUKIT TIMAH ROAD CORONATION PLAZA #02-01 Singapore 269707,103.810236,1.323784
CORPORATION CLINIC (CHOA CHU KANG),BLK 253 Choa Chu Kang Ave 1 #01-21 Singapore 680253,103.744413,1.377542
COSMOPOLITAN CLINIC,25 LORONG TELOK #01-01 Singapore 049037,103.848737,1.286632
COUNTRYSIDE CLINIC AND SURGERY,BLK 106 YISHUN RING RD #01-189 Singapore 760106,103.827353,1.431553
COVE AESTHETIC CLINIC,501 ORCHARD ROAD WHEELOCK PLACE #04-07 Singapore 238880,103.830326,1.304598
COVETTE LASER AESTHETICS CLINIC,50 EAST COAST ROAD ROXY SQUARE #03-19/20 Singapore 428769,103.904048,1.304351
CRESCENT CLINIC & SURGERY,BLK 1A EUNOS CRESCENT #01-2473 Singapore 401001,103.902556,1.321389
CREST FAMILY CLINIC PTE. LTD.,724 WOODLANDS AVE 6 #01-502 Singapore 730724,103.79864,1.444466
CROSS STREET MEDICAL CLINIC,531 UPPER CROSS STREET HONG LIM COMPLEX #01-35 Singapore 050531,103.845699,1.2841959
CROSSROADS FAMILY CLINIC,BLK 601B TAMPINES AVENUE 9 TAMPINES GREENRIDGES #01-10 Singapore 522601,103.9370231,1.3605525
CSK® EAST LASER AESTHETIC CLINIC,5 TAMPINES CENTRAL 6 TELEPARK #01-03 Singapore 529482,103.942273,1.353247
CSK® AESTHETIC & WELLNESS CLINIC YISHUN,1 NORTHPOINT DRIVE NORTHPOINT CITY #01-149 Singapore 768019,103.8365628,1.4285262
CSK® LASER AESTHETIC CLINIC (WEST),3 Gateway Drive Westgate Mall #03-12 Singapore 608532,103.7427983,1.3345328
CSK® NOVENA LASER AESTHETIC CLINIC,10 SINARAN DRIVE SQUARE 2 #10-25/26 Singapore 307506,103.844476,1.321061
CSK® PREMIER AESTHETIC & SURGERY CENTRE,9 Scotts Road Scotts Medical Centre at Pacific Plaza #07-04/05 Singapore 228210,103.831788,1.306595
CURAMED MEDICAL AND AESTHETIC CLINIC,988 UPPER SERANGOON ROAD STARS OF KOVAN #01-06 Singapore 534733,103.887235,1.361907
CUTIS MEDICAL LASER CLINICS,"9 SCOTTS ROAD SCOTTS MEDICAL CENTER , PACIFIC PLAZA #08-06/07 Singapore 228210",103.831788,1.306595
D' SKIN SPECIALIST LAB PTE LTD,238 THOMSON ROAD NOVENA SQUARE #03-22 Singapore 307683,103.843998,1.319826
DA CLINIC @ ANCHORVALE,BLK 351 ANCHORVALE ROAD #01-01 Singapore 540351,103.886435,1.3933378
DA CLINIC @ ANSON,10 ANSON ROAD INTERNATIONAL PLAZA #01-12 Singapore 079903,103.845924,1.276109
DA CLINIC @ BUKIT BATOK,BLK 451 BUKIT BATOK WEST AVENUE 6 #01-02 Singapore 650451,103.7434949,1.353249
DA CLINIC @ POTONG PASIR,51 UPPER SERANGOON ROAD THE POIZ CENTRE #01-53 Singapore 347697,103.8683593,1.3315815
DA CLINIC @ SEMBAWANG,604 SEMBAWANG ROAD SEMBAWANG SHOPPING CENTRE #B1-06 Singapore 758459,103.824824,1.441872
DAILY MEDICAL CENTRE,159 HOUGANG STREET 11 #01-17 Singapore 530159,103.879335,1.351492
DAVID LOH SURGERY,501 Orchard Road Wheelock Place #05-16 Singapore 238880,103.830326,1.304598
DAVID LOH SURGERY,10 SINARAN DRIVE NOVENA MEDICAL CENTER #08-35/36 Singapore 307506,103.844476,1.321061
DAVID TAN MEDICAL AESTHETICS,391B ORCHARD ROAD NGEE ANN CITY TOWER B #09-04 Singapore 238874,103.834289,1.302707
DAWSON MEDICAL CLINIC,BLK 85 DAWSON ROAD #01-05 Singapore 141085,103.810556,1.295379
DAWSON PLACE CLINIC,BLK 57 Dawson Road Dawson Place #02-03 Singapore 142057,103.810934,1.292802
DAYSPRING MEDICAL CLINIC (TAMPINES),2 TAMPINES CENTRAL 5 CENTURY SQUARE #04-09 Singapore 529509,103.943831,1.352738
DB MEDICAL,290 ORCHARD ROAD THE PARAGON #14-10 Singapore 238859,103.836184,1.30451
DERMACARE AESTHETIC & LASER CLINIC,2 ORCHARD TURN ION ORCHARD #05-05 Singapore 238801,103.831767,1.304052
DERMCLEAR AESTHETIC & LASER CLINIC,1 GRANGE ROAD ORCHARD BUILDING #10-03 Singapore 239693,103.837238,1.30142
DOCTOR JAY MEDICAL CENTRE,115 KILLINEY RD Singapore 239553,103.838721,1.2979989
DOCTORS CLINIC & SURGERY,BLK 305 Woodlands Street 31 #01-91 Singapore 730305,103.774129,1.430465
DOCTORS FOR LIFE MEDICAL,3 PICKERING STREET NANKIN ROW #01-02 Singapore 048660,103.847664,1.284855
DOCTORS INC MEDICAL GROUP,BLK 178 TOA PAYOH CENTRAL #01-206 Singapore 310178,103.849135,1.3332949
"DOCTORS KOO, LOH & ASSOCIATES (PTE) LTD",BLK 152 YUNG HO RD #B1-03 Singapore 610152,103.720614,1.327113
DORE MEDICAL CLINIC,160 ROBINSON ROAD SINGAPORE BUSINESS FEDERATION CENTER #04-01 Singapore 068914,103.8475787,1.278112
DOVER CLINIC AND SURGERY PTE LTD,BLK 28 DOVER CRESCENT MULTI STOREY CAR PARK #01-89 Singapore 130028,103.781952,1.304381
DOVER MEDICAL CENTRE,1 FUSIONOPOLIS WAY CONNEXIS #03-05 Singapore 138632,103.787656,1.299622
DR BC NG AESTHETICS,1 Goldhill Plaza #01-39/41/43 Singapore 308899,103.842817,1.318222
DR CHAN CLINIC PTE LTD,BLK 212 Hougang Street 21 #01-327 Singapore 530212,103.888103,1.359509
DR CHAN PENG MUN CLINIC & SURGERY,5 KOEK RD CUPPAGE PLAZA #01-22/23/24 Singapore 228796,103.840857,1.301793
DR CHEN AND PARTNERS MEDICAL CLINIC,9 SIN MING ROAD THOMSON V ONE #B1-01 Singapore 575630,103.8355,1.352992
DR CHIO AESTHETIC AND LASER CENTRE PTE LTD,158 Bedok South Ave 3 #01-581 Singapore 460158,103.945177,1.318719
DR CHUA'S FAMILY CLINIC PTE. LTD.,BLK 638 JURONG WEST STREET 61 PIONEER MALL #02-04 Singapore 640638,103.696988,1.34152
DR CINDY'S MEDICAL AESTHETICS,360 ORCHARD ROAD INTERNATIONAL BUILDING #05-06/06A Singapore 238869,103.830876,1.306348
DR CINDY'S MEDICAL AESTHETICS,10 TAMPINES CENTRAL 1 TAMPINES ONE #05-12 Singapore 529536,103.945206,1.354396
DR CINDY'S MEDICAL AESTHETICS,1 JURONG WEST CENTRAL 2 JURONG POINT #03-05 Singapore 648886,103.706464,1.339874
DR D AESTHETICS MEDICAL CLINIC,541 ORCHARD ROAD LIAT TOWERS #20-01 Singapore 238881,103.830378,1.3052919
DR FELIX LI MEDICAL AESTHETICS CLINIC,20 MALACCA STREET MALACCA CENTRE #01-00 Singapore 048979,103.850606,1.283915
DR GARY'S FAMILY CLINIC,77 INDUS ROAD INDUS GARDEN #01-519 Singapore 160077,103.826739,1.291157
DR GOH SENG HENG & PARTNERS,290 ORCHARD ROAD THE PARAGON #20-05/06 Singapore 238859,103.836184,1.30451
DR HAACH AESTHETIC AND MEDICAL CLINIC,8 SINARAN DRIVE NOVENA SPECIALIST CENTER #04-09 Singapore 307470,103.845191,1.320287
DR HAACH AESTHETIC AND MEDICAL CLINIC,252 NORTH BRIDGE ROAD RAFFLES CITY SHOPPING CENTRE #02-26C/27A Singapore 179103,103.852807,1.294149
DR HAACH AESTHETIC AND MEDICAL CLINIC,181 ORCHARD ROAD ORCHARD CENTRAL #03-22 Singapore 238896,103.840008,1.300934
DR HELEN TAN. CLINIC,225 JURONG EAST STREET 21 #01-801 Singapore 600225,103.737249,1.341813
DR JEREMY CHAN MEDICAL CLINIC,123 LORONG 1 TOA PAYOH #01-493 Singapore 310123,103.845388,1.338662
DR JON YONG AESTHETIC CLINIC,9 SCOTTS ROAD Scotts Medical Center #10-05 Singapore 228210,103.831788,1.306595
DR JOYCE & PARTNERS FAMILY CLINIC,BLK 224A SUMANG LANE MATILDA EDGE #01-01 Singapore 821224,103.8677444,1.3553794
DR JOYCE & PARTNERS FAMILY CLINIC (TOA PAYOH BRANCH),BLK 177 TOA PAYOH CENTRAL #01-146 Singapore 310177,103.84886,1.33388
DR KEVIN CHUA MEDICAL & AESTHETICS,360 ORCHARD ROAD INTERNATIONAL BUILDING #03-05 Singapore 238869,103.830876,1.306348
DR L Y LAI & NEO CLINIC,1 PARK ROAD PEOPLE'S PARK COMPLEX #04-27 Singapore 059108,103.8425309,1.284095
DR LIM LEAN HUAT & ASSOCIATES PTE LTD,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA #21-04 TO 05 Singapore 329565,103.842999,1.3202997
DR NAH & LEE FAMILY CLINIC,BLK 780 WOODLANDS CRESCENT MULTI STOREY CAR PARK #01-03 Singapore 730780,103.8016649,1.4481857
DR SOH FAMILY CLINIC,BLK 966 JURONG WEST STREET 93 #01-221 Singapore 640966,103.692912,1.341728
DR STANLEY PECK FAMILY CLINIC,BLK 636 BUKIT BATOK CENTRAL #01-06 Singapore 650636,103.751682,1.349636
DR STEVEN AESTHETICS & LASER CLINIC,BLK 75D REDHILL ROAD #01-86 Singapore 154075,103.815713,1.288515
DR STEVEN ANG AESTHETIC & FAMILY CLINIC,BLK 75D Redhill Road #01-112 Singapore 154075,103.815713,1.288515
DR SYDNEY TAN THE MEDICAL AESTHETIC CLINIC,10 SINARAN DRIVE NOVENA MEDICAL CENTER #11-03 Singapore 307506,103.844476,1.321061
DR TYNG TAN AESTHETICS AND HAIR CLINIC,391B ORCHARD ROAD NGEE ANN CITY TOWER B #08-04 Singapore 238874,103.834289,1.302707
DR VALENTIN LOW AESTHETIC & LASER CLINIC,290 ORCHARD RD PARAGON #08-03 Singapore 238859,103.836184,1.30451
DR W.K. KOO & ASSOCIATES (BUKIT PANJANG) P L,1 Jelebu Road Bukit Panjang Plaza #01-62 Singapore 677743,103.7641529,1.379962
DR W.K. KOO & ASSOCIATES P.L.,1 JURONG WEST CENTRAL 2 JURONG POINT #01-16A&B Singapore 648886,103.706464,1.339874
DR WILL MEDICAL CLINIC PTE LTD,24 RAFFLES PLACE CLIFFORD CENTRE #01-17 Singapore 048621,103.852123,1.283847
DR YVONNE GOH AESTHETICS,1 ORCHARD BOULEVARD CAMDEN MEDICAL CENTRE #09-05 Singapore 248649,103.82371500000001,1.303152
DR. JS MEDICAL CLINIC,371 Beach Road CITYGATE #B1-35 Singapore 199597,103.8622199,1.302638
DR.W FAMILY CLINIC,8 EMPRESS ROAD #01-09 Singapore 260008,103.806296,1.317179
DRS CHAN & TANG FAMILY CLINIC,BLK 125 LORONG 1 TOA PAYOH #01-549 Singapore 310125,103.845538,1.338334
DRS CHUA & PARTNERS PTE LTD,1 TANJONG PAGAR PLAZA #01-10 Singapore 082001,103.842833,1.27573
DRS FERNANDEZ & PARTNERS,1 GRANGE ROAD ORCHARD BUILDING #12-04 Singapore 239693,103.837238,1.30142
DRS JITEN & CAROLINE MEDICAL CENTRE,10 JALAN SERENE SERENE CENTRE #02-01/02 Singapore 258748,103.81374,1.322372
DRS KOO & NEOH MEDICAL GROUP,BLK 29 WOODLANDS IND. PARK E1 NORTH TECH #01-03 Singapore 757716,103.7995,1.455513
DRS KOO & NEOH MEDICAL GROUP,900 SOUTH WOODLANDS DRIVE WOODLANDS CIVIC CENTRE #04-05 Singapore 730900,103.787195,1.435152
DRS KOO & NEOH MEDICAL GROUP,70 WOODLANDS AVENUE 7 ADMIRALTY MRT STATION #01-01 Singapore 738344,103.800957,1.440681
DRS KOO & NEOH MEDICAL GROUP,61 CHOA CHU KANG DRIVE YEW TEE MRT STATION #02-01 Singapore 689715,103.74739,1.397314
"DRS KOO, FOK & ASSOCIATES PTE LTD",55 BENOI ROAD #01-12 Singapore 629907,103.678479,1.326113
"DRS KOO, FOK & ASSOCIATES( PIONEER )",31 JURONG WEST STREET 63 #02-04 Singapore 648310,103.696921,1.337443
"DRS KOO, KOH & ASSOCIATES P.L.",BLK 163 BUKIT MERAH CENTRAL #01-3609 Singapore 150163,103.816987,1.284152
DRS LIM & CHAN CLINIC,BLK 2 LOR LEW LIAN #01-50 Singapore 531002,103.875584,1.3506689
DRS LIM & CHAN CLINIC,BLK 106 HOUGANG AVE 1 #01-1235 Singapore 530106,103.890572,1.353777
"DRS OH, LIM, WONG & PARTNERS",BLK 959 JURONG WEST ST 92 #01-154 Singapore 640959,103.690502,1.341514
"DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE",252 NORTH BRIDGE RD RAFFLES CITY SHOPPING CENTRE #02-16 Singapore 179103,103.852807,1.294149
DRS TANG & PARTNERS PTE. LTD.,64 YUNG KUANG ROAD #01-115 Singapore 610064,103.722449,1.332381
DRS THOMPSON & THOMSON RADLINK MEDICARE,24 RAFFLES PLACE CLIFFORD CENTRE #02-08 Singapore 048621,103.852123,1.283847
DRS. BAIN & PARTNERS,2 INTERNATIONAL BUSINESS PARK THE STRATEGY #01-06A/07A Singapore 609930,103.747567,1.32954
DRS. BAIN + PARTNERS,1 RAFFLES QUAY ONE RAFFLES QUAY - NORTH TOWER #09-03 Singapore 048583,103.851928,1.281142
DRS. BAIN AND PARTNERS LLP,1 HARBOUR FRONT AVENUE KEPPEL BAY TOWER #07-06 Singapore 098632,103.818292,1.265032
DRS. GOH & TAN FAMILY CLINIC & SURGERY,BLK 283 Bishan Street 22 #01-191 Singapore 570283,103.844074,1.358924
DRS. KOO & CHOO MEDICAL CLINIC PTE LTD,10 Bukit Batok Central Bukit Batok MRT Station #01-04A Singapore 659958,103.7495689,1.349046
DRS® SHAPE AESTHETICS CLINIC,10 SINARAN DRIVE NOVENA MEDICAL CENTER #10-24 Singapore 307506,103.844476,1.321061
DTAP @ DUO MEDICAL CLINIC,7 FRASER STREET DUO GALLERIA #B3-17/18 Singapore 189356,103.8573119,1.29994
DTAP @ HOLLAND V,15B LORONG LIPUT HOLLAND VILLAGE Singapore 277730,103.795041,1.310556
DTAP @ KOVAN,988 UPPER SERANGOON ROAD STARS OF KOVAN #01-21 Singapore 534733,103.887235,1.361907
DTAP @ NOVENA,10 SINARAN DRIVE NOVENA MEDICAL CENTER #08-31 Singapore 307506,103.844476,1.321061
DTAP @ RAFFLES PLACE,20 CECIL STREET PLUS #02-01 Singapore 049705,103.85048,1.283041
DTAP @ ROBERTSON,11 UNITY STREET ROBERTSON WALK #02-06/07 Singapore 237995,103.84128,1.2921149
DTAP @ SIGLAP,914 EAST COAST ROAD THE DOMAIN #01-04 Singapore 459108,103.924427,1.312499
DTAP @ SOMERSET,1 GRANGE ROAD ORCHARD BUILDING #10-08 Singapore 239693,103.837238,1.30142
DUXTON MEDICAL CLINIC,7 TANJONG PAGAR PLAZA #01-106 Singapore 081007,103.84302,1.276901
DUXTON MEDICAL CLINIC CANBERRA,BLK 361 SEMBAWANG CRESCENT #01-03 Singapore 750361,103.8144946,1.4465702
E MEDICAL CLINIC & SURGERY,BLK 639 Bukit Batok Central #01-34 Singapore 650639,103.7518769,1.349336
E MEDICAL CLINIC & SURGERY,BLK 126 LORONG 1 TOA PAYOH #01-567 Singapore 310126,103.845235,1.337869
E MEDICAL NOVENA,10 SINARAN DRIVE NOVENA MEDICAL CENTER #10-04 Singapore 307506,103.844476,1.321061
E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.,432 CLEMENTI AVE 3 #01-272 Singapore 120432,103.762496,1.314085
E.J. TAN CLINIC & SURGERY,BLK 104 JURONG EAST STREET 13 JURONG EAST VILLE #01-100 Singapore 600104,103.737616,1.336586
EAST COAST FAMILY CLINIC,121 MEYER ROAD THE MAKENA #01-05 Singapore 437932,103.894436,1.297985
EAST COAST MEDICAL CENTRE PTE LTD,BLK 57A NEW UPPER CHANGI RD #01-1374 Singapore 462057,103.941309,1.323705
EASTERN CLINIC & SURGERY PTE LTD,BLK 235 JURONG EAST STREET 21 #01-316 Singapore 600235,103.742123,1.339963
EASTERN CLINIC & SURGERY PTE LTD,BLK 318 JURONG EAST STREET 31 #01-48 Singapore 600318,103.73059,1.347326
EASTERN CLINIC AND DENTAL SURGERY,BLK 303 JURONG EAST ST 32 #01-92 Singapore 600303,103.735176,1.344476
EASTERN MEDICAL CENTRE,BLK 631 BEDOK RESERVOIR RD #01-896 Singapore 470631,103.914939,1.332953
EC FAMILY CLINIC,30 EUNOS CRESCENT EUNOS MRT STATION #01-17/18 Singapore 409423,103.902892,1.319782
ECM CLINIC & SURGERY PTE LTD,260 SIMS AVENUE ECM Building #01-01 Singapore 387604,103.882927,1.314882
EDGEDALE MEDICAL CLINIC,BLK 122A EDGEDALE PLAINS #01-187 Singapore 821122,103.9093535,1.3940978
EDGEDALE MEDICAL CLINIC (CAMBRIDGE),BLK 40 CAMBRIDGE ROAD #01-115 Singapore 210040,103.848231,1.315733
EDWIN LIM MEDICAL AESTHETIC CLINIC,5 CHANGI BUSINESS PARK CENTRAL 1 CHANGI CITY POINT #02-12 Singapore 486038,103.9639813,1.3360557
EDWIN LIM MEDICAL AESTHETIC CLINIC (ORCHARD),304 ORCHARD ROAD LUCKY PLAZA #05-51 Singapore 238863,103.833751,1.30436
EE CLINIC,128 ANG MO KIO AVE 3 #01-1859 Singapore 560128,103.8435669,1.370836
EEVA MEDICAL AESTHETIC CLINIC,160 ROBINSON ROAD SINGAPORE BUSINESS FEDERATION CENTER #03-09 Singapore 068914,103.8475787,1.278112
EH MEDICAL,BLK 785E WOODLANDS RISE #01-12 Singapore 735785,103.8048721,1.4470608
EH MEDICAL FAMILY CLINIC (BUKIT BATOK),BLK 292 BUKIT BATOK EAST AVENUE 6 #01-07 Singapore 650292,103.7554146,1.344526
EHA CLINIC,1 SCOTTS ROAD SHAW CENTRE #15-01 Singapore 228208,103.8319286,1.3061399
EHA CLINIC @ JURONG,BLK 492 JURONG WEST STREET 41 #01-40 Singapore 640492,103.724268,1.350203
EIDDWEN FAMILY MEDICINE CLINIC,BLK 34 CASSIA CRESCENT #01-80 Singapore 390034,103.884447,1.309599
EJ FAMILY CLINIC & SURGERY,109 TOA PAYOH LOR 1 #01-314 Singapore 310109,103.846346,1.341253
ELIAS FAMILY CLINIC & SURGERY,BLK 625 ELIAS RD #01-320 Singapore 510625,103.94193,1.378441
ELISSA MEDICAL CLINIC,1 HOUGANG STREET 91 HOUGANG 1 #01-21 Singapore 538692,103.879482,1.376022
ELYON FAMILY CLINIC AND SURGERY,BLK 78B TELOK BLANGAH STREET 32 #01-22 Singapore 102078,103.808121,1.273562
EMMANUEL MEDICAL CLINIC,BLK 272 TAMPINES ST 22 #01-26 Singapore 520272,103.950233,1.349125
ENLIGHT FAMILY CLINIC,BLK 226C Ang Mo Kio Avenue 1 #01-649 Singapore 563226,103.839302,1.367159
ENSOUL BODY MEDICAL CLINIC,360 ORCHARD ROAD INTERNATIONAL BUILDING #08-08 Singapore 238869,103.830876,1.306348
ENSOUL MEDICAL CLINIC,360 ORCHARD ROAD INTERNATIONAL BUILDING #08-01 Singapore 238869,103.830876,1.306348
EON MEDICAL CLINIC,475 UPPER SERANGOON CRESCENT MULTI STOREY CAR PARK #01-04 Singapore 530475,103.9005061,1.3761683
EPION CLINIC MEDICAL AESTHETICS,145 TANGLIN ROAD Singapore 247931,103.824495,1.3052569
ESA CLINIC,51 CALSHOT ROAD Singapore 509927,103.977967,1.376011
ESSENTIAL FAMILY CLINIC & SURGERY,BLK 626A WOODLANDS DR 52 #01-01 Singapore 731626,103.80008,1.434175
ESTEEMED MEDICAL CLINIC,260 ANG MO KIO STREET 21 MULTI STOREY CAR PARK #01-01 Singapore 560260,103.8347479,1.3690067
ESTHER YEO CLINIC,BLK 256 JURONG EAST ST 24 #01-389 Singapore 600256,103.7381879,1.344076
ETERN MEDICAL CLINIC,BLK 70 PUNGGOL CENTRAL PUNGGOL MRT STATION #01-05 Singapore 828868,103.901997,1.405158
ETERN MEDICAL CLINIC (FERNVALE PALM),BLK 432A SENGKANG WEST WAY #01-03 Singapore 791432,103.877108,1.394748
ETERN MEDICAL CLINIC (PUNGGOL SUMANG LRT),BLK 308C PUNGGOL WALK WATERWAY TERRACES I #01-302 Singapore 823308,103.8994424,1.4082973
ETERN MEDICAL CLINIC (SENGKANG),33 SENGKANG WEST AVENUE THE SELETAR MALL #03-33 Singapore 797653,103.8760834,1.3915208
ETERNA MEDICAL CLINIC,BLK 629 ANG MO KIO AVENUE 4 #01-994 Singapore 560629,103.839797,1.380134
EVANGEL MEDICAL CLINIC,BLK 10 CHAI CHEE RD #01-01 Singapore 467010,103.924472,1.327006
EVERCARE MEDICAL CLINIC,BLK 253 CHOA CHU KANG AVE 1 #01-14A Singapore 680253,103.744413,1.377542
EVERCARE MEDICAL CLINIC (475) PTE LTD,BLK 475 CHOA CHU KANG AVE 3 SUNSHINE PLACE #02-02 Singapore 680475,103.73862,1.377746
EVERHEALTH FAMILY CLINIC & SURGERY,BLK 762 JURONG WEST ST 75 GEK POH SHOPPING CENTRE #01-290 Singapore 640762,103.698195,1.349156
EVERHEALTH MEDICAL CENTRE,BLK 540 HOUGANG AVENUE 8 #B1-1235 Singapore 530540,103.891319,1.3777703
EVERTON CLINIC,BLK 7 EVERTON PARK #01-17 Singapore 080007,103.839344,1.277088
EVERWELL CLINIC & SURGERY,BLK 45 OWEN RD #01-289 Singapore 210045,103.850834,1.315617
EXCEL FAMILY CLINIC,21 HOUGANG ST 51 HOUGANG GREEN SHOPPING MALL #01-06 Singapore 538719,103.888221,1.379502
EXCELSIOR CLINIC & SURGERY,BLK 283 BT BATOK EAST AVE 3 #01-261 Singapore 650283,103.757493,1.3472519
EXECUTIVE HEALTH SCREENERS,290 ORCHARD ROAD PARAGON #07-07/08 Singapore 238859,103.836184,1.30451
EXECUTIVE HEALTH SCREENERS,38 IRRAWADDY ROAD Mount Elizabeth Novena Hospital #02-02 Singapore 329563,103.844377,1.322126
EXECUTIVE HEALTH SCREENERS,"6A NAPIER ROAD GLENEAGLES HOSPITAL, ANNEX BLOCK #02-36 Singapore 258500",103.819973,1.307063
EXECUTIVE HEALTH SCREENERS,3 MOUNT ELIZABETH MOUNT ELIZABETH MEDICAL CENTRE #02-02 Singapore 228510,103.835553,1.3045739
EXECUTIVE HEALTH SCREENERS,321 JOO CHIAT PLACE PARKWAY EAST HOSPITAL #01-00 Singapore 427990,103.909332,1.31495
EXPRESS MEDICAL CLINIC,BLK 640 ROWELL ROAD #01-56 Singapore 200640,103.854996,1.307482
F K LIM FAMILY CLINIC,267 TAMPINES ST 21 #01-43 Singapore 520267,103.949236,1.350829
FABER CLINIC & SURGERY,BLK 501 WEST COAST DR #01-284 Singapore 120501,103.758457,1.311289
FACE ON CLINIC BY DOCTORS,101 THOMSON ROAD UNITED SQUARE #1-45/46 Singapore 307591,103.843491,1.317711
FAITH CLINIC (BEDOK),BLK 746 BEDOK RESERVOIR ROAD #01-3013 Singapore 470746,103.921216,1.337297
FAITH CLINIC (JURONG WEST),BLK 762 JURONG WEST ST 75 #02-256D Singapore 640762,103.698195,1.349156
FAITH CLINIC (SIMEI),BLK 139 SIMEI ST 1 #01-10 Singapore 520139,103.956506,1.34669
FAITH CLINIC (TOA PAYOH),BLK 211 TOA PAYOH LOR 8 #01-19 Singapore 310211,103.853781,1.340617
FAITH CLINIC (YISHUN),BLK 598 YISHUN RING ROAD WISTERIA MALL #01-11 Singapore 768698,103.8412212,1.4182663
FAITH FAMILY CLINIC,57 MARINE TERRACE #01-113 Singapore 440057,103.9154159,1.306489
FAITH HEALTHCARE (RIVERVALE),11 RIVERVALE CRESCENT RIVERVALE MALL #02-15 Singapore 545082,103.904984,1.392002
FAITH HEALTHCARE (TAMPINES),11 TAMPINES STREET 32 TAMPINES MART #01-11 Singapore 529287,103.9602589,1.354349
FAITH MEDICAL CLINIC & SURGERY,BLK 487C TAMPINES ST 45 #B1-103 Singapore 522487,103.9574279,1.360636
FAJAR FAMILY CLINIC & SURGERY,445 FAJAR ROAD FAJAR SHOPPING CENTRE #01-550 Singapore 670445,103.770558,1.383802
FAMICARE BEDOK CLINIC PTE LTD,BLK 158 Bedok South Avenue 3 #01-581 Singapore 460158,103.945177,1.318719
FAMILY CARE CLINIC & SURGERY,BLK 608 ANG MO KIO AVE 5 #01-2785 Singapore 560608,103.8367169,1.378777
